ensembl_gene_id,likelihood,treelength,p0,b0,f0,p1,b1,f1,p2,b2,f2,p3,b3,f3,FDR,p2a_2b
ENSSHAG00000003537,-5614.299143,22.18951,0.9033,0.03848,0.03848,0.05635,1,1,0.03798,0.03848,2.66787,0.00237,1,2.66787,0.0167706728324199,0.04035
ENSSHAG00000003543,-5874.94324,42.57158,0.79597,0.04075,0.04075,0.06395,1,1,0.12966,0.04075,782.37909,0.01042,1,782.37909,6.2099213306101e-44,0.14008
ENSSHAG00000003544,-3988.444028,52.39646,0.86526,0.01546,0.01546,0,1,1,0.13474,0.01546,64.39221,0,1,64.39221,4.93553570262438e-34,0.13474
ENSSHAG00000003548,-8944.670911,9.60249,0.9394,0.0081,0.0081,0.02481,1,1,0.03486,0.0081,382.70876,0.00092,1,382.70876,4.08121465639403e-27,0.03578
ENSSHAG00000003553,-14722.89333,3.30821,0.91454,0.01538,0.01538,0.06696,1,1,0.01723,0.01538,999,0.00126,1,999,6.62271372943632e-28,0.01849
ENSSHAG00000003561,-5448.382327,73.10011,0.70469,0.03092,0.03092,0.11916,1,1,0.15067,0.03092,709.09774,0.02548,1,709.09774,1.17156327874422e-37,0.17615
ENSSHAG00000003573,-4761.270789,44.7129,0.53899,0.06749,0.06749,0.34395,1,1,0.07146,0.06749,81.47015,0.0456,1,81.47015,2.02301173026221e-12,0.11706
ENSSHAG00000003597,-1460.738453,50.27812,0.96981,0.02872,0.02872,0,1,1,0.03019,0.02872,157.5452,0,1,157.5452,5.40399141292376e-08,0.03019
ENSSHAG00000003605,-6025.314965,53.77263,0.8341,0.04218,0.04218,0.07146,1,1,0.08699,0.04218,524.20351,0.00745,1,524.20351,1.71376610495523e-15,0.09444
ENSSHAG00000003622,-8317.911558,22.77267,0.46532,0.09606,0.09606,0.48827,1,1,0.02265,0.09606,777.67661,0.02377,1,777.67661,1.31986283689905e-08,0.04642
ENSSHAG00000003625,-4332.074685,12.70147,0.90193,0.09262,0.09262,0.05999,1,1,0.03571,0.09262,98.69734,0.00237,1,98.69734,2.4256997075305e-09,0.03808
ENSSHAG00000003632,-4602.72659,62.1813,0.947,0.01557,0.01557,0,1,1,0.053,0.01557,409.57919,0,1,409.57919,5.25897069112946e-11,0.053
ENSSHAG00000003636,-2418.099213,90.46089,0.53845,0.04973,0.04973,0.24419,1,1,0.14954,0.04973,717.8297,0.06782,1,717.8297,2.26676598058217e-10,0.21736
ENSSHAG00000003645,-4507.530009,1.14616,0.88218,0.00107,0.00107,0.07526,1,1,0.03921,0.00107,42.20468,0.00335,1,42.20468,7.42375635625113e-05,0.04256
ENSSHAG00000003647,-6058.648553,3.22675,0.90756,0.0269,0.0269,0.07995,1,1,0.01147,0.0269,335.94382,0.00101,1,335.94382,8.9051493394057e-07,0.01248
ENSSHAG00000003657,-4466.523248,22.93175,0.42226,0.06547,0.06547,0.53292,1,1,0.01981,0.06547,33.1029,0.025,1,33.1029,0.0086785692232873,0.04481
ENSSHAG00000003658,-3798.424,45.86282,0.8442,0.03018,0.03018,0.12758,1,1,0.02451,0.03018,667.85813,0.0037,1,667.85813,2.21024876207632e-10,0.02821
ENSSHAG00000003659,-4209.092284,6.28571,0.59265,0.04529,0.04529,0.37227,1,1,0.02154,0.04529,621.47342,0.01353,1,621.47342,4.55383636986078e-08,0.03507
ENSSHAG00000003664,-6350.118513,2.87271,0.2502,0.0601,0.0601,0.69783,1,1,0.01371,0.0601,31.02312,0.03825,1,31.02312,8.95670017121481e-06,0.05196
ENSSHAG00000003666,-4858.993603,10.57542,0.95312,0.00543,0.00543,0.00546,1,1,0.04118,0.00543,305.90865,0.00024,1,305.90865,2.38991516446058e-16,0.04142
ENSSHAG00000003670,-4466.352038,44.02939,0.64808,0.02916,0.02916,0.26005,1,1,0.06557,0.02916,445.6925,0.02631,1,445.6925,1.48386952232922e-07,0.09188
ENSSHAG00000003681,-3925.804363,2.02333,0.91256,0.01533,0.01533,0.03266,1,1,0.05289,0.01533,89.03362,0.00189,1,89.03362,1.09230743172978e-19,0.05478
ENSSHAG00000003686,-2506.453718,98.22035,0.3432,0.04205,0.04205,0.48859,1,1,0.06941,0.04205,699.49331,0.09881,1,699.49331,3.19410651173246e-08,0.16822
ENSSHAG00000003698,-8381.425132,81.54507,0.3634,0.02292,0.02292,0.32004,1,1,0.16832,0.02292,292.90164,0.14824,1,292.90164,2.038362659049e-47,0.31656
ENSSHAG00000003706,-1859.801726,28.76299,0.92391,0.0046,0.0046,0.02538,1,1,0.04936,0.0046,998.96487,0.00136,1,998.96487,1.94273405659754e-06,0.05072
ENSSHAG00000003709,-2432.71831,8.28236,0.94091,0.01422,0.01422,0,1,1,0.05909,0.01422,999,0,1,999,2.14282342593948e-20,0.05909
ENSSHAG00000003714,-6083.089014,53.86466,0.82391,0.02859,0.02859,0.09782,1,1,0.06997,0.02859,667.70674,0.00831,1,667.70674,1.04623988833288e-31,0.07828
ENSSHAG00000003738,-17814.908865,31.85104,0.76509,0.03966,0.03966,0.09285,1,1,0.12669,0.03966,198.65733,0.01537,1,198.65733,5.2677271330141e-112,0.14206
ENSSHAG00000003745,-3685.981327,35.90624,0.66453,0.04959,0.04959,0.27686,1,1,0.04138,0.04959,921.68821,0.01724,1,921.68821,8.89079064393284e-05,0.05862
ENSSHAG00000003752,-3038.152012,7.98728,0.48181,0,0,0.30062,1,1,0.13398,0,28.88858,0.08359,1,28.88858,0.000158899425163903,0.21757
ENSSHAG00000003774,-10313.577198,1.82417,0.88831,0.0242,0.0242,0.10421,1,1,0.00669,0.0242,922.67218,0.00079,1,922.67218,1.33049437586195e-08,0.00748
ENSSHAG00000003775,-3656.422707,0.83474,0.97173,0,0,0.01841,1,1,0.00967,0,999,0.00018,1,999,2.01248411410597e-13,0.00985
ENSSHAG00000003776,-5026.697697,6.08874,0.71617,0.0723,0.0723,0.15898,1,1,0.10216,0.0723,59.05142,0.02268,1,59.05142,1.5699237177292e-16,0.12484
ENSSHAG00000003810,-8380.916777,12.3347,0.61498,0.13623,0.13623,0.367,1,1,0.01129,0.13623,841.92003,0.00674,1,841.92003,1.04235978284349e-08,0.01803
ENSSHAG00000003815,-3723.209888,55.30119,0.92915,0.01986,0.01986,0.05215,1,1,0.01771,0.01986,511.37274,0.00099,1,511.37274,0.00162901626129821,0.0187
ENSSHAG00000003822,-4085.812003,21.72501,0.59402,0.07549,0.07549,0.37761,1,1,0.01734,0.07549,771.22441,0.01103,1,771.22441,0.0037086673222974,0.02837
ENSSHAG00000003830,-3953.983716,28.59205,0.73075,0.06024,0.06024,0.19303,1,1,0.06029,0.06024,999,0.01593,1,999,1.75669913679795e-10,0.07622
ENSSHAG00000003841,-3462.736293,56.35367,0.94654,0.05362,0.05362,0,1,1,0.05346,0.05362,794.82452,0,1,794.82452,0.00102830112726167,0.05346
ENSSHAG00000003844,-2193.166848,60.9555,0.70149,0.02199,0.02199,0.02522,1,1,0.2638,0.02199,32.71786,0.00949,1,32.71786,0.000102212425754366,0.27329
ENSSHAG00000003846,-4602.632897,0.74709,0.82963,0.03857,0.03857,0.13766,1,1,0.02805,0.03857,6.73809,0.00465,1,6.73809,0.0493918675101085,0.0327
ENSSHAG00000003849,-6701.239895,20.84176,0.93209,0.0479,0.0479,0.06432,1,1,0.00336,0.0479,54.76975,0.00023,1,54.76975,0.00566307682424529,0.00359
ENSSHAG00000003858,-5577.859206,51.3955,0.6474,0.05579,0.05579,0.04866,1,1,0.28269,0.05579,205.24796,0.02125,1,205.24796,2.66801763966459e-22,0.30394
ENSSHAG00000003860,-3156.439137,84.65211,0.73096,0.03532,0.03532,0,1,1,0.26904,0.03532,327.31144,0,1,327.31144,2.932478171901e-13,0.26904
ENSSHAG00000003861,-13671.56495,50.26021,0.72965,0.05497,0.05497,0.03447,1,1,0.22524,0.05497,406.47364,0.01064,1,406.47364,1.04677945182491e-101,0.23588
ENSSHAG00000003879,-5354.440786,30.09168,0.97022,0.02915,0.02915,0.00523,1,1,0.02441,0.02915,264.00655,0.00013,1,264.00655,2.14452344594671e-08,0.02454
ENSSHAG00000003880,-2973.632212,16.99055,0.83369,0.09981,0.09981,0,1,1,0.16631,0.09981,224.61968,0,1,224.61968,1.2261948639097e-06,0.16631
ENSSHAG00000003891,-2514.829848,48.03302,0.82008,0.11094,0.11094,0.11772,1,1,0.05438,0.11094,999,0.00781,1,999,3.01434353273571e-06,0.06219
ENSSHAG00000003893,-2505.864037,85.52191,0.8218,0.04908,0.04908,0,1,1,0.1782,0.04908,233.92763,0,1,233.92763,8.65514419169367e-11,0.1782
ENSSHAG00000003894,-2846.040058,50.26674,0.98882,0.01807,0.01807,0,1,1,0.01118,0.01807,23.97679,0,1,23.97679,0.0268021790512734,0.01118
ENSSHAG00000003901,-7595.881717,51.9997,0.52566,0.0153,0.0153,0.43812,1,1,0.01975,0.0153,218.24295,0.01646,1,218.24295,2.6662623963451e-09,0.03621
ENSSHAG00000003908,-3349.797073,10.15086,0.60153,0.34087,0.34087,0.23737,1,1,0.11552,0.34087,60.82029,0.04558,1,60.82029,1.98857537088565e-07,0.1611
ENSSHAG00000003921,-8004.836456,2.15933,0.92424,0.02545,0.02545,0.04142,1,1,0.03287,0.02545,73.9169,0.00147,1,73.9169,5.46423614579553e-13,0.03434
ENSSHAG00000003927,-6096.318271,56.63415,0.93724,0.01804,0.01804,0.04608,1,1,0.0159,0.01804,659.51363,0.00078,1,659.51363,0.0374018268160403,0.01668
ENSSHAG00000003930,-3056.549091,12.25149,0.95345,0.01648,0.01648,0,1,1,0.04655,0.01648,999,0,1,999,1.10949434254931e-19,0.04655
ENSSHAG00000003934,-3628.295307,30.63637,0.64976,0.05143,0.05143,0.33773,1,1,0.00823,0.05143,50.86326,0.00428,1,50.86326,0.0477427365968985,0.01251
ENSSHAG00000003936,-9138.546309,47.79608,0.809,0.0407,0.0407,0.09635,1,1,0.08458,0.0407,719.18741,0.01007,1,719.18741,2.87850339710411e-14,0.09465
ENSSHAG00000003942,-4386.836397,51.75149,0.9432,0.02137,0.02137,0.05099,1,1,0.00552,0.02137,639.90356,3e-04,1,639.90356,0.0115134907389366,0.00582
ENSSHAG00000003949,-3131.779588,22.73401,0.84127,0.05889,0.05889,0.12015,1,1,0.03376,0.05889,32.26067,0.00482,1,32.26067,1.81711859492607e-07,0.03858
ENSSHAG00000003955,-3046.682271,9.38207,0.84854,0.04787,0.04787,0.12227,1,1,0.02551,0.04787,998.99271,0.00368,1,998.99271,1.25835879525599e-09,0.02919
ENSSHAG00000003956,-5232.390717,46.76988,0.83703,0.04223,0.04223,0,1,1,0.16297,0.04223,477.24507,0,1,477.24507,1.15511839621049e-34,0.16297
ENSSHAG00000003957,-4923.822373,50.4774,0.94274,0.01615,0.01615,0.05302,1,1,0.00401,0.01615,138.73379,0.00023,1,138.73379,0.0135030069559306,0.00424
ENSSHAG00000003962,-11339.358643,8.87411,0.62437,0.09457,0.09457,0.32907,1,1,0.03049,0.09457,274.45817,0.01607,1,274.45817,2.40090717528229e-15,0.04656
ENSSHAG00000003965,-6993.820946,24.43175,0.7767,0.10568,0.10568,0.1878,1,1,0.02858,0.10568,998.99832,0.00691,1,998.99832,8.82960076488746e-12,0.03549
ENSSHAG00000003972,-5554.697569,42.88838,0.88678,0.01459,0.01459,0.04361,1,1,0.06634,0.01459,956.91043,0.00326,1,956.91043,1.99706769198522e-23,0.0696
ENSSHAG00000003973,-2337.663135,10.22938,0.50888,0.3219,0.3219,0.4224,1,1,0.03755,0.3219,71.66244,0.03117,1,71.66244,0.0383020272879361,0.06872
ENSSHAG00000003988,-2779.125285,45.03797,0.77475,0.0606,0.0606,0.15121,1,1,0.06195,0.0606,999,0.01209,1,999,9.62264692743727e-07,0.07404
ENSSHAG00000004009,-1518.795882,9.90636,0.84676,0.04501,0.04501,0.1126,1,1,0.03587,0.04501,999,0.00477,1,999,3.02796637608571e-12,0.04064
ENSSHAG00000004019,-3843.907964,0.47984,0.96066,0.00097,0.00097,0.00533,1,1,0.03383,0.00097,14.79293,0.00019,1,14.79293,1.38343360658401e-08,0.03402
ENSSHAG00000004021,-2974.045152,50.42492,0.95987,0.01696,0.01696,0,1,1,0.04013,0.01696,6.77814,0,1,6.77814,0.00432757243529625,0.04013
ENSSHAG00000004042,-6743.427187,39.74516,0.9588,0.04733,0.04733,0,1,1,0.0412,0.04733,18.67899,0,1,18.67899,4.06799870878044e-06,0.0412
ENSSHAG00000004043,-2583.935596,8.41289,0.9736,0.00396,0.00396,0,1,1,0.0264,0.00396,659.05202,0,1,659.05202,0.000591681546944501,0.0264
ENSSHAG00000004046,-1454.534106,2.60985,0.82355,0.10161,0.10161,0,1,1,0.17645,0.10161,38.01771,0,1,38.01771,7.41798542827327e-15,0.17645
ENSSHAG00000004053,-2829.740205,47.87705,0.61805,0.00562,0.00562,0.1064,1,1,0.23508,0.00562,314.55684,0.04047,1,314.55684,1.01179703396911e-22,0.27555
ENSSHAG00000004056,-8997.608012,11.77018,0.52995,0.10295,0.10295,0.42002,1,1,0.02791,0.10295,76.30411,0.02212,1,76.30411,4.21793470381138e-07,0.05003
ENSSHAG00000004080,-6101.402816,51.50511,0.72908,0.02627,0.02627,0.24629,1,1,0.01841,0.02627,144.70576,0.00622,1,144.70576,2.36755119451813e-05,0.02463
ENSSHAG00000004097,-6494.346747,40.59399,0.62495,0.05787,0.05787,0.09726,1,1,0.24039,0.05787,268.57477,0.03741,1,268.57477,3.57437040846125e-51,0.2778
ENSSHAG00000004099,-6294.453314,23.50708,0.71088,0.09507,0.09507,0.24919,1,1,0.02957,0.09507,999,0.01036,1,999,4.24702756028477e-06,0.03993
ENSSHAG00000004118,-2123.575231,20.1012,0.69767,0.15949,0.15949,0.25941,1,1,0.03129,0.15949,999,0.01163,1,999,0.00577651802984661,0.04292
ENSSHAG00000004129,-3328.515756,33.13667,0.9256,0.05003,0.05003,0.04386,1,1,0.02916,0.05003,118.56563,0.00138,1,118.56563,7.49887978218952e-06,0.03054
ENSSHAG00000004130,-6744.160791,36.85698,0.74362,0.01571,0.01571,0.16395,1,1,0.07573,0.01571,999,0.0167,1,999,7.16228345437087e-39,0.09243
ENSSHAG00000004140,-1771.896261,54.24954,0.83809,0.02084,0.02084,0.02066,1,1,0.13784,0.02084,99.0589,0.0034,1,99.0589,4.47427687157939e-13,0.14124
ENSSHAG00000004143,-3412.249366,1.25024,0.54863,0.01376,0.01376,0.4337,1,1,0.00987,0.01376,94.92561,0.0078,1,94.92561,0.0117581114973369,0.01767
ENSSHAG00000004168,-3522.990066,2.01988,0.48527,0.06708,0.06708,0.39701,1,1,0.06474,0.06708,14.28296,0.05297,1,14.28296,0.000130394202737533,0.11771
ENSSHAG00000004174,-9420.477464,4.94037,0.72903,0.07533,0.07533,0.12574,1,1,0.12387,0.07533,64.14577,0.02136,1,64.14577,1.33169003072407e-48,0.14523
ENSSHAG00000004176,-2374.817151,1.50767,0.45464,0.05649,0.05649,0.51604,1,1,0.01373,0.05649,39.86474,0.01558,1,39.86474,0.0374392890034144,0.02931
ENSSHAG00000004178,-6466.9591,50.54988,0.87271,0.00816,0.00816,0.05343,1,1,0.0696,0.00816,755.86496,0.00426,1,755.86496,7.96170336660109e-14,0.07386
ENSSHAG00000004179,-5061.637159,10.78413,0.72919,0.02833,0.02833,0.23582,1,1,0.02644,0.02833,999,0.00855,1,999,5.27855910308666e-10,0.03499
ENSSHAG00000004186,-11050.69596,1.68508,0.54376,0.0572,0.0572,0.42733,1,1,0.01619,0.0572,91.33381,0.01272,1,91.33381,1.54374225881789e-12,0.02891
ENSSHAG00000004191,-2819.386967,23.59849,0.50407,0.13069,0.13069,0.34989,1,1,0.0862,0.13069,38.63031,0.05984,1,38.63031,0.00639415904423471,0.14604
ENSSHAG00000004203,-8465.950386,15.96853,0.59589,0.08025,0.08025,0.39106,1,1,0.00788,0.08025,24.42945,0.00517,1,24.42945,0.00432034494357025,0.01305
ENSSHAG00000004204,-3416.097911,2.64475,0.9899,0.13237,0.13237,0,1,1,0.0101,0.13237,998.99987,0,1,998.99987,6.50598533214809e-05,0.0101
ENSSHAG00000004214,-2314.659989,27.08774,0.92664,0.14744,0.14744,0,1,1,0.07336,0.14744,577.39438,0,1,577.39438,0.0141829333407099,0.07336
ENSSHAG00000004225,-21603.258713,0.89547,0.91751,0.00952,0.00952,0.06697,1,1,0.01446,0.00952,136.47553,0.00106,1,136.47553,2.15470991518241e-15,0.01552
ENSSHAG00000004226,-2242.172899,2.18169,0.69254,0.1093,0.1093,0.2259,1,1,0.06151,0.1093,18.14095,0.02006,1,18.14095,0.00082525384010002,0.08157
ENSSHAG00000004231,-2532.352912,60.95127,0.77287,0.01468,0.01468,0,1,1,0.22713,0.01468,98.92669,0,1,98.92669,1.6770900836451e-13,0.22713
ENSSHAG00000004241,-5388.818873,129.2261,0.6029,0.00159,0.00159,0.30482,1,1,0.06129,0.00159,999,0.03099,1,999,3.97718276960309e-17,0.09228
ENSSHAG00000004242,-6149.949552,62.59803,0.83999,0.01316,0.01316,0,1,1,0.16001,0.01316,56.18509,0,1,56.18509,2.16886921524684e-24,0.16001
ENSSHAG00000004243,-4868.30158,41.45005,0.84561,0.04765,0.04765,0.12791,1,1,0.023,0.04765,998.99938,0.00348,1,998.99938,0.0440570281405562,0.02648
ENSSHAG00000004252,-2518.668699,12.88074,0.6601,0,0,0.19373,1,1,0.113,0,104.25324,0.03317,1,104.25324,1.44409254257711e-08,0.14617
ENSSHAG00000004255,-5883.919522,50.01649,0.68497,0,0,0.15748,1,1,0.1281,0,513.67582,0.02945,1,513.67582,3.48056089333296e-23,0.15755
ENSSHAG00000004265,-6782.585059,29.95329,0.95622,0.04324,0.04324,0.0416,1,1,0.00209,0.04324,199.57292,9e-05,1,199.57292,0.0253833000405134,0.00218
ENSSHAG00000004273,-8328.320112,39.97555,0.67802,0,0,0.16296,1,1,0.12821,0,750.55101,0.03081,1,750.55101,1.09320505380243e-57,0.15902
ENSSHAG00000004274,-15178.504687,6.01937,0.6662,0.06878,0.06878,0.21935,1,1,0.0861,0.06878,44.64107,0.02835,1,44.64107,2.33754434984167e-31,0.11445
ENSSHAG00000004275,-4140.5956,6.16357,0.88,0.00681,0.00681,0.10316,1,1,0.01507,0.00681,998.99555,0.00177,1,998.99555,0.00480389322351342,0.01684
ENSSHAG00000004277,-8007.731544,2.41679,0.47252,0.0526,0.0526,0.44947,1,1,0.03998,0.0526,38.21835,0.03803,1,38.21835,2.94828447491974e-08,0.07801
ENSSHAG00000004281,-7694.224413,20.24658,0.57841,0.07289,0.07289,0.34411,1,1,0.04858,0.07289,63.29614,0.0289,1,63.29614,1.23768533540111e-11,0.07748
ENSSHAG00000004283,-7375.282184,50.99248,0.73447,0.0317,0.0317,0.03865,1,1,0.21555,0.0317,190.68704,0.01134,1,190.68704,1.98043148912744e-35,0.22689
ENSSHAG00000004289,-2433.496169,51.07923,0.84052,0.00792,0.00792,0.03228,1,1,0.1225,0.00792,338.09454,0.0047,1,338.09454,2.66676195312367e-08,0.1272
ENSSHAG00000004303,-1441.826577,40.01808,0.93133,0.03864,0.03864,0.04772,1,1,0.01992,0.03864,8.8871,0.00102,1,8.8871,0.0117691109306895,0.02094
ENSSHAG00000004312,-12319.398932,94.6185,0.6732,0.02224,0.02224,0.13771,1,1,0.15697,0.02224,267.14189,0.03211,1,267.14189,3.241752324633e-33,0.18908
ENSSHAG00000004324,-4102.167501,20.67807,0.80373,0.07971,0.07971,0.04473,1,1,0.14355,0.07971,159.8014,0.00799,1,159.8014,5.61277153891642e-29,0.15154
ENSSHAG00000004326,-2548.221457,68.738,0.88854,0.04428,0.04428,0,1,1,0.11146,0.04428,999,0,1,999,2.94522580994513e-14,0.11146
ENSSHAG00000004328,-5049.033318,56.17798,0.45324,0.10849,0.10849,0.42453,1,1,0.06311,0.10849,509.92704,0.05912,1,509.92704,1.12448363438398e-08,0.12223
ENSSHAG00000004329,-3458.758305,19.7669,0.83242,0.06293,0.06293,0.12868,1,1,0.0337,0.06293,85.4405,0.00521,1,85.4405,0.00433413468112071,0.03891
ENSSHAG00000004330,-4599.439357,46.24547,0.78459,0.05377,0.05377,0.13497,1,1,0.06864,0.05377,215.35936,0.01181,1,215.35936,0.00310354991816044,0.08045
ENSSHAG00000004338,-3854.043442,39.78249,0.98142,0.02441,0.02441,0,1,1,0.01858,0.02441,999,0,1,999,3.62777244357394e-09,0.01858
ENSSHAG00000004345,-4273.496623,1.65224,0.89125,0.04362,0.04362,0.09984,1,1,0.00801,0.04362,811.95295,9e-04,1,811.95295,0.00171799763263515,0.00891
ENSSHAG00000004348,-2964.769586,22.0214,0.80765,0.04363,0.04363,0,1,1,0.19235,0.04363,61.64986,0,1,61.64986,5.60868211536859e-21,0.19235
ENSSHAG00000004351,-5583.586086,42.44492,0.894,0.05932,0.05932,0.04943,1,1,0.0536,0.05932,998.94116,0.00296,1,998.94116,1.02207189948175e-20,0.05656
ENSSHAG00000004355,-6412.424259,24.38294,0.75032,0.0763,0.0763,0.19618,1,1,0.04241,0.0763,517.68595,0.01109,1,517.68595,2.25953942326697e-20,0.0535
ENSSHAG00000004366,-5552.946139,7.43795,0.94754,0.00783,0.00783,0,1,1,0.05246,0.00783,408.92983,0,1,408.92983,6.07449223263362e-25,0.05246
ENSSHAG00000004371,-2749.490427,26.08753,0.78636,0.10281,0.10281,0.17338,1,1,0.03299,0.10281,17.65178,0.00727,1,17.65178,0.0269672296894453,0.04026
ENSSHAG00000004379,-18907.971563,2.54702,0.65354,0.10934,0.10934,0.33339,1,1,0.00866,0.10934,34.18384,0.00442,1,34.18384,0.0105450343841854,0.01308
ENSSHAG00000004382,-5470.536297,37.16305,0.67436,0.0525,0.0525,0.17104,1,1,0.12332,0.0525,112.03729,0.03128,1,112.03729,4.94638433256137e-30,0.1546
ENSSHAG00000004387,-5840.704097,4.72489,0.96915,0.01128,0.01128,0.02422,1,1,0.00647,0.01128,998.99982,0.00016,1,998.99982,0.00332340459725769,0.00663
ENSSHAG00000004388,-2778.525534,22.07302,0.94349,0.05476,0.05476,0,1,1,0.05651,0.05476,74.36131,0,1,74.36131,5.23138020103004e-14,0.05651
ENSSHAG00000004396,-2714.198591,60.17172,0.81693,0.02049,0.02049,0.13254,1,1,0.04348,0.02049,998.99559,0.00705,1,998.99559,4.14240464133393e-13,0.05053
ENSSHAG00000004402,-1522.31307,26.70086,0.92589,0.12224,0.12224,0,1,1,0.07411,0.12224,999,0,1,999,1.22284759569097e-05,0.07411
ENSSHAG00000004405,-8041.946579,22.6082,0.3606,0.0576,0.0576,0.55063,1,1,0.03513,0.0576,27.22757,0.05364,1,27.22757,0.000540144151757255,0.08877
ENSSHAG00000004411,-2696.320256,1.76626,0.57302,0.09403,0.09403,0.3222,1,1,0.06707,0.09403,45.35241,0.03771,1,45.35241,3.9866746076995e-13,0.10478
ENSSHAG00000004416,-7051.532836,2.47409,0.90488,0.04711,0.04711,0.06294,1,1,0.03009,0.04711,71.14862,0.00209,1,71.14862,2.24707590571474e-10,0.03218
ENSSHAG00000004419,-4883.075831,10.01986,0.87687,0.0896,0.0896,0.10643,1,1,0.01489,0.0896,998.99764,0.00181,1,998.99764,0.00102848216480907,0.0167
ENSSHAG00000004427,-7879.777557,3.6104,0.93122,0.02401,0.02401,0.0568,1,1,0.01129,0.02401,999,0.00069,1,999,4.92618612310096e-09,0.01198
ENSSHAG00000004434,-5828.275541,51.67901,0.89555,0.01293,0.01293,0.07439,1,1,0.02775,0.01293,152.22371,0.00231,1,152.22371,1.29095210929557e-13,0.03006
ENSSHAG00000004435,-5159.866822,50.73265,0.45478,0.06448,0.06448,0.08584,1,1,0.38644,0.06448,47.123,0.07294,1,47.123,4.0935738401526e-05,0.45938
ENSSHAG00000004439,-6914.723138,101.51054,0.70029,0.0243,0.0243,0.06507,1,1,0.21469,0.0243,702.87464,0.01995,1,702.87464,1.85999775863563e-15,0.23464
ENSSHAG00000004440,-3118.622009,16.08736,0.90481,0.05351,0.05351,0.0371,1,1,0.0558,0.05351,999,0.00229,1,999,1.14087485790136e-19,0.05809
ENSSHAG00000004442,-5983.873244,57.29381,0.92836,0.0181,0.0181,0.01206,1,1,0.05882,0.0181,633.98699,0.00076,1,633.98699,3.07495190508125e-31,0.05958
ENSSHAG00000004444,-4301.209088,47.1336,0.87909,0.00546,0.00546,0.01491,1,1,0.10423,0.00546,592.86639,0.00177,1,592.86639,6.36804535569814e-20,0.106
ENSSHAG00000004446,-3346.250215,64.69178,0.4983,0.0307,0.0307,0.4121,1,1,0.04904,0.0307,567.3995,0.04056,1,567.3995,7.27518237647501e-07,0.0896
ENSSHAG00000004447,-1520.709253,28.98877,0.78443,0,0,0.10565,1,1,0.09687,0,999,0.01305,1,999,5.20538296514618e-08,0.10992
ENSSHAG00000004467,-3073.757075,17.95152,0.90376,0.038,0.038,0.06235,1,1,0.0317,0.038,998.95911,0.00219,1,998.95911,1.45888771314546e-09,0.03389
ENSSHAG00000004471,-5528.930369,50.94604,0.96332,0.01382,0.01382,0.02057,1,1,0.01578,0.01382,38.82797,0.00034,1,38.82797,1.76079238872775e-14,0.01612
ENSSHAG00000004473,-5813.277118,51.21586,0.61606,0.0337,0.0337,0.22811,1,1,0.11372,0.0337,461.14295,0.04211,1,461.14295,1.43571801744434e-21,0.15583
ENSSHAG00000004501,-8749.68286,10.86518,0.41511,0.06645,0.06645,0.56022,1,1,0.0105,0.06645,999,0.01417,1,999,2.87240688917284e-05,0.02467
ENSSHAG00000004504,-8123.807396,1.24445,0.86695,0.11896,0.11896,0.11256,1,1,0.01814,0.11896,150.41888,0.00235,1,150.41888,2.10875120186252e-14,0.02049
ENSSHAG00000004524,-6173.149908,42.71921,0.76681,0.05082,0.05082,0.1626,1,1,0.05824,0.05082,967.08489,0.01235,1,967.08489,1.95336949584623e-13,0.07059
ENSSHAG00000004536,-6825.288496,0.98832,0.91982,0.00101,0.00101,0.05521,1,1,0.02355,0.00101,73.17027,0.00141,1,73.17027,5.66408913767412e-21,0.02496
ENSSHAG00000004537,-8332.286423,11.88266,0.77596,0.10152,0.10152,0.21225,1,1,0.00925,0.10152,18.34734,0.00253,1,18.34734,0.0334637220352981,0.01178
ENSSHAG00000004540,-3920.173615,5.10779,0.77568,0.02803,0.02803,0.07893,1,1,0.13196,0.02803,36.41954,0.01343,1,36.41954,6.07449223263362e-25,0.14539
ENSSHAG00000004548,-3845.320237,17.43271,0.57871,0.01265,0.01265,0.33586,1,1,0.05406,0.01265,491.20937,0.03137,1,491.20937,5.65064189265587e-18,0.08543
ENSSHAG00000004559,-1344.688483,19.27173,0.69757,0.03857,0.03857,0.2541,1,1,0.03542,0.03857,999,0.0129,1,999,0.0199846473356043,0.04832
ENSSHAG00000004562,-4429.316141,25.94962,0.5773,0.02683,0.02683,0.36106,1,1,0.03792,0.02683,999,0.02372,1,999,1.67886782280787e-14,0.06164
ENSSHAG00000004565,-31038.098624,2.7833,0.97467,0.0327,0.0327,0.01887,1,1,0.00634,0.0327,999,0.00012,1,999,1.0788417305851e-19,0.00646
ENSSHAG00000004574,-14293.003309,47.62772,0.68783,0.01953,0.01953,0.08529,1,1,0.20185,0.01953,317.06711,0.02503,1,317.06711,1.6999477653446e-82,0.22688
ENSSHAG00000004575,-4898.603491,57.33439,0.7908,0.01905,0.01905,0.16317,1,1,0.03816,0.01905,522.16126,0.00787,1,522.16126,0.000119725273194169,0.04603
ENSSHAG00000004590,-9704.303342,55.9104,0.69104,0.01835,0.01835,0.19837,1,1,0.08592,0.01835,92.54209,0.02466,1,92.54209,2.49103743280074e-15,0.11058
