ensembl_gene_id,likelihood.posi,likelihood.null,likelihood,pval,FDR
ENSSHAG00000003299,-2196.370451,-2196.370451,0,1,1
ENSSHAG00000003305,-2351.751831,-2351.751831,0,1,1
ENSSHAG00000003316,-9340.293515,-9340.293514,-1.9999970390927e-06,1,1
ENSSHAG00000003317,-2287.849222,-2287.849222,0,1,1
ENSSHAG00000003318,-6246.594839,-6246.594839,0,1,1
ENSSHAG00000003323,-5378.640354,-5378.640354,0,1,1
ENSSHAG00000003324,-3295.884484,-3295.884484,0,1,1
ENSSHAG00000003325,-3195.227054,-3186.02577,-18.4025679999995,1,1
ENSSHAG00000003326,-2279.674328,-2279.674328,0,1,1
ENSSHAG00000003328,-2032.704691,-2032.70453,-0.000321999999869149,1,1
ENSSHAG00000003329,-2961.261261,-2961.261261,0,1,1
ENSSHAG00000003331,-2609.75147,-2626.595862,33.6887839999999,6.46725016327393e-09,4.45577136386977e-08
ENSSHAG00000003335,-2373.745614,-2412.27918,77.0671320000001,1.65244563630256e-18,2.86042459314535e-17
ENSSHAG00000003337,-3402.776566,-3413.478944,21.4047559999999,3.71847651562821e-06,1.93962936111525e-05
ENSSHAG00000003339,-4706.142638,-4706.142637,-2.00000067707151e-06,1,1
ENSSHAG00000003348,-2655.507013,-2656.159195,1.30436400000053,0.253417624828031,0.693651659023376
ENSSHAG00000003352,-7703.419333,-7723.241107,39.643548,3.04810060154209e-10,2.35456841378909e-09
ENSSHAG00000003353,-3831.772542,-3856.314796,49.0845079999999,2.45168911812125e-12,2.36429094122526e-11
ENSSHAG00000003361,-2441.483682,-2441.483682,0,1,1
ENSSHAG00000003362,-3111.545877,-3111.545877,0,1,1
ENSSHAG00000003366,-2562.856309,-2562.856309,0,1,1
ENSSHAG00000003368,-6736.011434,-6738.505102,4.98733600000014,0.0255334892395688,0.0844673235881765
ENSSHAG00000003370,-2004.509045,-2026.779569,44.541048,2.49079795734129e-11,2.16481174345281e-10
ENSSHAG00000003371,-5367.971683,-5369.238524,2.53368200000114,0.111439904707797,0.32966666600977
ENSSHAG00000003372,-5289.94299,-5289.94299,0,1,1
ENSSHAG00000003374,-4081.826859,-4101.580559,39.5074000000004,3.26818615284958e-10,2.50280579278885e-09
ENSSHAG00000003375,-2313.855122,-2320.392816,13.0753880000002,0.000299201235957027,0.00129660785263208
ENSSHAG00000003381,-2034.246511,-2034.246511,0,1,1
ENSSHAG00000003383,-6344.904356,-6349.472269,9.13582599999972,0.00250652273560767,0.00971063891804858
ENSSHAG00000003385,-2435.976297,-2435.976298,1.99999976757681e-06,0.998871621274596,1
ENSSHAG00000003386,-1966.733071,-1966.73307,-2.00000022232416e-06,1,1
ENSSHAG00000003387,-1588.254448,-1599.301059,22.093222,2.59725186393337e-06,1.37862105304977e-05
ENSSHAG00000003388,-864.974447,-864.974443,-8.00000020717562e-06,1,1
ENSSHAG00000003391,-7303.628698,-7343.578593,79.8997899999995,3.9388842418309e-19,7.15525803116317e-18
ENSSHAG00000003392,-3549.917816,-3556.98785,14.1400679999997,0.000169690595737988,0.000753657805804326
ENSSHAG00000003398,-3557.222311,-3557.222311,0,1,1
ENSSHAG00000003400,-3202.858272,-3203.170854,0.625164000000041,0.429134759301368,1
ENSSHAG00000003402,-4403.688437,-4403.688448,2.2000000171829e-05,0.996257603389002,1
ENSSHAG00000003403,-2011.416502,-2016.510887,10.1887699999997,0.00141298535504076,0.00560263038302646
ENSSHAG00000003404,-3357.233272,-3378.295449,42.1243540000005,8.56498536601477e-11,6.98728375355435e-10
ENSSHAG00000003405,-8229.92072,-8419.017802,378.194164,3.07696495460512e-84,1.28186360008849e-81
ENSSHAG00000003406,-3666.936446,-3706.966437,80.0599819999998,3.63214597214229e-19,6.63663163155472e-18
ENSSHAG00000003409,-2317.781527,-2317.781526,-1.99999976757681e-06,1,1
ENSSHAG00000003410,-5222.156659,-5248.319819,52.3263200000001,4.70032330763567e-13,4.76050572924073e-12
ENSSHAG00000003414,-8345.753585,-8393.435227,95.3632839999991,1.58465594090245e-22,3.60091453625433e-21
ENSSHAG00000003415,-5021.601913,-5007.390835,-28.4221560000005,1,1
ENSSHAG00000003422,-7709.937552,-7710.891175,1.90724599999885,0.16726949858144,0.474905541406369
ENSSHAG00000003423,-2267.223616,-2267.223616,0,1,1
ENSSHAG00000003424,-3806.45353,-3806.45353,0,1,1
ENSSHAG00000003426,-1676.744987,-1676.744987,0,1,1
ENSSHAG00000003427,-3675.442416,-3699.983119,49.0814060000002,2.455569351568e-12,2.3643841106238e-11
ENSSHAG00000003429,-4307.764676,-4307.764676,0,1,1
ENSSHAG00000003432,-2816.447128,-2816.967942,1.04162800000086,0.307443144257998,0.824554595909112
ENSSHAG00000003435,-1463.21791,-1463.21791,0,1,1
ENSSHAG00000003436,-2228.766507,-2283.149292,108.76557,1.82661000900848e-25,5.35891358980939e-24
ENSSHAG00000003437,-4687.370476,-4692.955648,11.1703440000001,0.000831152149863475,0.00343953714221664
ENSSHAG00000003439,-16860.493379,-16860.493379,0,1,1
ENSSHAG00000003441,-3571.620739,-3571.620739,0,1,1
ENSSHAG00000003442,-3583.62639,-3583.62639,0,1,1
ENSSHAG00000003443,-6783.621203,-6800.028586,32.8147660000013,1.013718863403e-08,6.78963470247091e-08
ENSSHAG00000003445,-2843.803922,-2866.138871,44.6698980000001,2.33215397388482e-11,2.03258440485443e-10
ENSSHAG00000003447,-13076.751756,-13103.61256,53.7216079999998,2.31008541302284e-13,2.40195070648581e-12
ENSSHAG00000003448,-2006.366755,-2006.366755,0,1,1
ENSSHAG00000003455,-8514.881468,-8515.434694,1.10645199999999,0.292854507417111,0.789071090115366
ENSSHAG00000003456,-2914.723698,-2941.861329,54.2752620000001,1.74282130156045e-13,1.84279023916265e-12
ENSSHAG00000003458,-17886.027162,-17889.534072,7.01382000000012,0.00808829219378162,0.0290314405048486
ENSSHAG00000003459,-2027.380707,-2027.380707,0,1,1
ENSSHAG00000003461,-3533.864227,-3535.174255,2.62005599999975,0.105520716764176,0.313551573494693
ENSSHAG00000003468,-1998.148667,-1998.148667,0,1,1
ENSSHAG00000003470,-7778.004464,-7779.545178,3.08142800000132,0.0791909685530178,0.24104450194243
ENSSHAG00000003471,-3148.189832,-3148.189832,0,1,1
ENSSHAG00000003475,-2982.807415,-2989.946171,14.2775119999997,0.000157738157358633,0.000702570025184675
ENSSHAG00000003476,-4747.939198,-4747.939197,-2.00000067707151e-06,1,1
ENSSHAG00000003478,-2553.629348,-2553.629348,0,1,1
ENSSHAG00000003480,-3784.053396,-3784.053396,0,1,1
ENSSHAG00000003481,-3627.26026,-3627.26026,0,1,1
ENSSHAG00000003482,-4663.956283,-4663.956283,0,1,1
ENSSHAG00000003487,-5866.334031,-5879.14555,25.6230379999997,4.15054352598031e-07,2.37515993533434e-06
ENSSHAG00000003491,-1365.085573,-1365.15603,0.140914000000066,0.707374058104235,1
ENSSHAG00000003492,-3623.949305,-3623.949305,0,1,1
ENSSHAG00000003494,-4856.594881,-4856.594881,0,1,1
ENSSHAG00000003506,-3640.43221,-3640.43221,0,1,1
ENSSHAG00000003507,-4763.572313,-4772.428063,17.7115000000013,2.57067779288305e-05,0.000123380687616945
ENSSHAG00000003508,-3236.147536,-3236.14753,-1.19999995149556e-05,1,1
ENSSHAG00000003511,-5367.674376,-5367.674376,0,1,1
ENSSHAG00000003513,-4570.031986,-4576.735068,13.406164,0.000250798776900647,0.0010936786858703
ENSSHAG00000003514,-3214.76283,-3214.76283,0,1,1
ENSSHAG00000003517,-5347.490511,-5433.633176,172.285330000001,2.34448054028059e-39,1.55858073363972e-37
ENSSHAG00000003518,-1598.9772,-1611.549459,25.1445180000001,5.31906429056389e-07,3.01622801739871e-06
ENSSHAG00000003521,-1445.328584,-1445.729307,0.801445999999942,0.370661390662512,0.973008465203641
ENSSHAG00000003522,-1212.350031,-1212.350031,0,1,1
ENSSHAG00000003523,-3669.150444,-3676.61075,14.9206119999999,0.000112131136797635,0.000508127247170718
ENSSHAG00000003524,-2775.357977,-2776.673635,2.63131599999997,0.104774838671442,0.311779984218021
ENSSHAG00000003525,-2634.957189,-2634.957189,0,1,1
ENSSHAG00000003528,-6180.4163,-6180.4163,0,1,1
ENSSHAG00000003530,-4151.594667,-4151.594668,1.99999885808211e-06,0.99887162153116,1
ENSSHAG00000003531,-3917.568378,-3918.01335,0.889944000000469,0.345492483821891,0.914435633800507
ENSSHAG00000003532,-5560.917091,-5560.917091,0,1,1
ENSSHAG00000003533,-3274.458282,-3291.144978,33.3733919999995,7.60574642910905e-09,5.18302174869165e-08
ENSSHAG00000003536,-4412.215536,-4412.214744,-0.00158399999963876,1,1
ENSSHAG00000003537,-5614.299143,-5618.336805,8.07532399999945,0.00448720834946487,0.0167706728324199
ENSSHAG00000003538,-1687.178527,-1687.178527,0,1,1
ENSSHAG00000003539,-3589.61401,-3589.61401,0,1,1
ENSSHAG00000003542,-2206.884274,-2206.884274,0,1,1
ENSSHAG00000003543,-5874.94324,-5976.08083,202.275180000001,6.65810096256804e-46,6.2099213306101e-44
ENSSHAG00000003544,-3988.444028,-4066.348527,155.808998,9.31978257176631e-36,4.93553570262438e-34
ENSSHAG00000003547,-2031.657886,-2033.265967,3.21616200000017,0.0729144030330043,0.223792782197075
ENSSHAG00000003548,-8944.670911,-9006.307795,123.273768000003,1.2147638439579e-28,4.08121465639403e-27
ENSSHAG00000003553,-14722.89333,-14786.378109,126.969557999997,1.88645070225583e-29,6.62271372943632e-28
ENSSHAG00000003557,-4254.939885,-4254.939885,0,1,1
ENSSHAG00000003561,-5448.382327,-5534.819437,172.87422,1.74356512919207e-39,1.17156327874422e-37
ENSSHAG00000003564,-3359.229845,-3359.229845,0,1,1
ENSSHAG00000003569,-4898.051609,-4898.051599,-1.99999994947575e-05,1,1
ENSSHAG00000003571,-5191.541846,-5194.226825,5.36995799999931,0.0204864708418662,0.0687909491084482
ENSSHAG00000003572,-2033.429349,-2033.429349,0,1,1
ENSSHAG00000003573,-4761.270789,-4788.310121,54.0786640000006,1.92621536166749e-13,2.02301173026221e-12
ENSSHAG00000003575,-2666.903002,-2666.667584,-0.470836000000418,1,1
ENSSHAG00000003583,-2636.557334,-2636.557342,1.59999999596039e-05,0.996808470271566,1
ENSSHAG00000003587,-1901.474404,-1901.474404,0,1,1
ENSSHAG00000003588,-15145.785111,-15145.78511,-1.9999970390927e-06,1,1
ENSSHAG00000003589,-4265.497511,-4265.726361,0.457700000000841,0.498700847423285,1
ENSSHAG00000003591,-1121.824781,-1121.824781,0,1,1
ENSSHAG00000003592,-2594.308257,-2594.308257,0,1,1
ENSSHAG00000003595,-2295.632118,-2309.653664,28.0430919999999,1.18643870109186e-07,7.16333859238943e-07
ENSSHAG00000003597,-1460.738453,-1477.379266,33.281626,7.97324385136135e-09,5.40399141292376e-08
ENSSHAG00000003599,-7124.857377,-7125.274213,0.833671999998842,0.361212876516591,0.95201149951589
ENSSHAG00000003602,-1531.459715,-1533.295643,3.67185599999993,0.0553385291893021,0.172991730317133
ENSSHAG00000003605,-6025.314965,-6059.630252,68.6305740000007,1.18748715545785e-16,1.71376610495523e-15
ENSSHAG00000003606,-5194.763237,-5194.763237,0,1,1
ENSSHAG00000003609,-4370.302683,-4370.302683,0,1,1
ENSSHAG00000003610,-2492.23239,-2492.232387,-6.00000021222513e-06,1,1
ENSSHAG00000003614,-3227.875303,-3227.875303,0,1,1
ENSSHAG00000003616,-3597.33788,-3597.33788,0,1,1
ENSSHAG00000003618,-2742.716063,-2742.716063,0,1,1
ENSSHAG00000003622,-8317.911558,-8335.979824,36.1365320000004,1.83965519433361e-09,1.31986283689905e-08
ENSSHAG00000003624,-4685.795059,-4685.795069,1.99999994947575e-05,0.99643176370689,1
ENSSHAG00000003625,-4332.074685,-4351.864941,39.5805120000005,3.1480916351532e-10,2.4256997075305e-09
ENSSHAG00000003628,-5373.902651,-5373.902651,0,1,1
ENSSHAG00000003631,-3016.289816,-3016.289816,0,1,1
ENSSHAG00000003632,-4602.72659,-4626.447902,47.4426239999993,5.66376584274304e-12,5.25897069112946e-11
ENSSHAG00000003633,-2333.710224,-2333.710224,0,1,1
ENSSHAG00000003634,-4009.808445,-4009.808445,0,1,1
ENSSHAG00000003636,-2418.099213,-2440.317904,44.4373820000001,2.62624191061208e-11,2.26676598058217e-10
ENSSHAG00000003637,-1777.661044,-1778.847709,2.3733299999999,0.123423523191094,0.361083144391923
ENSSHAG00000003640,-2553.191322,-2555.323847,4.26504999999997,0.0389041043460221,0.124608789368679
ENSSHAG00000003643,-2501.00971,-2501.00971,0,1,1
ENSSHAG00000003644,-1830.901529,-1830.901529,0,1,1
ENSSHAG00000003645,-4507.530009,-4516.890986,18.7219540000006,1.51231266466758e-05,7.42375635625113e-05
ENSSHAG00000003647,-6058.648553,-6072.453026,27.6089460000003,1.48490408251892e-07,8.9051493394057e-07
ENSSHAG00000003650,-41383.916166,-41383.916166,0,1,1
ENSSHAG00000003652,-9477.38834,-9477.388268,-0.000143999997817446,1,1
ENSSHAG00000003657,-4466.523248,-4471.199165,9.35183399999914,0.00222762442537251,0.0086785692232873
ENSSHAG00000003658,-3798.424,-3820.67283,44.49766,2.54661403215706e-11,2.21024876207632e-10
ENSSHAG00000003659,-4209.092284,-4225.91336,33.6421519999985,6.62415948184261e-09,4.55383636986078e-08
ENSSHAG00000003662,-5161.262011,-5161.26201,-1.99999885808211e-06,1,1
ENSSHAG00000003663,-2070.398232,-2070.398232,0,1,1
ENSSHAG00000003664,-6350.118513,-6361.597011,22.956995999999,1.65666194209269e-06,8.95670017121481e-06
ENSSHAG00000003666,-4858.993603,-4895.337752,72.6882980000009,1.51831704319227e-17,2.38991516446058e-16
ENSSHAG00000003670,-4466.352038,-4481.964239,31.2244019999998,2.29858488976585e-08,1.48386952232922e-07
ENSSHAG00000003676,-3599.59382,-3599.593819,-1.99999976757681e-06,1,1
ENSSHAG00000003681,-3925.804363,-3969.997603,88.3864799999992,5.38375242395219e-21,1.09230743172978e-19
ENSSHAG00000003686,-2506.453718,-2523.632761,34.3580859999993,4.58491525207876e-09,3.19410651173246e-08
ENSSHAG00000003687,-5435.83727,-5435.83727,0,1,1
ENSSHAG00000003690,-3754.8656,-3754.782594,-0.166012000000592,1,1
ENSSHAG00000003694,-2410.304713,-2410.304776,0.000125999999909254,0.991043956098379,1
ENSSHAG00000003698,-8381.425132,-8490.690439,218.530613999999,1.89190325211781e-49,2.038362659049e-47
ENSSHAG00000003699,-1277.526145,-1277.526144,-2.00000022232416e-06,1,1
ENSSHAG00000003700,-1629.451607,-1629.451607,0,1,1
ENSSHAG00000003701,-5179.090931,-5179.090931,0,1,1
ENSSHAG00000003702,-4214.772532,-4214.772526,-1.20000004244503e-05,1,1
ENSSHAG00000003703,-3073.775046,-3076.458416,5.36673999999948,0.0205243023478596,0.0688809695874194
ENSSHAG00000003706,-1859.801726,-1872.815183,26.026914,3.3669082785968e-07,1.94273405659754e-06
ENSSHAG00000003709,-2432.71831,-2478.592647,91.7486739999995,9.84141979908193e-22,2.14282342593948e-20
ENSSHAG00000003713,-4126.799134,-4126.799134,0,1,1
ENSSHAG00000003714,-6083.089014,-6155.495066,144.812104000001,2.36069489926287e-33,1.04623988833288e-31
ENSSHAG00000003715,-26952.853855,-26952.979983,0.252255999999761,0.615491019224663,1
ENSSHAG00000003717,-1314.739025,-1314.739025,0,1,1
ENSSHAG00000003721,-8535.980526,-8535.980526,0,1,1
ENSSHAG00000003727,-2824.806604,-2824.806604,0,1,1
ENSSHAG00000003730,-5265.931345,-5265.931272,-0.000146000000313506,1,1
ENSSHAG00000003732,-9850.733714,-9850.733714,0,1,1
ENSSHAG00000003738,-17814.908865,-18074.730935,519.644139999997,5.05782730006155e-115,5.2677271330141e-112
ENSSHAG00000003739,-3073.565953,-3073.565953,0,1,1
ENSSHAG00000003740,-2952.761376,-2953.270474,1.01819599999999,0.312947305515275,0.837519362811544
ENSSHAG00000003741,-5248.713461,-5248.713461,0,1,1
ENSSHAG00000003742,-3078.699394,-3080.741888,4.08498799999961,0.0432657585146985,0.13741579657042
ENSSHAG00000003744,-3738.433289,-3739.706388,2.546198,0.11056002252298,0.32728071091715
ENSSHAG00000003745,-3685.981327,-3695.165212,18.3677699999998,1.82112530392607e-05,8.89079064393284e-05
ENSSHAG00000003748,-4017.60285,-4018.793937,2.3821739999994,0.12272664949097,0.359380896283537
ENSSHAG00000003751,-4632.464607,-4632.464607,0,1,1
ENSSHAG00000003752,-3038.152012,-3046.756398,17.208772,3.34886450537463e-05,0.000158899425163903
ENSSHAG00000003753,-1312.973416,-1313.001119,0.0554059999999481,0.813910089242632,1
ENSSHAG00000003754,-4943.9216,-4943.9216,0,1,1
ENSSHAG00000003755,-4860.12247,-4860.122825,0.000710000000253785,0.97874222300146,1
ENSSHAG00000003762,-2297.984576,-2297.984572,-7.99999997980194e-06,1,1
ENSSHAG00000003764,-2194.039625,-2194.039625,0,1,1
ENSSHAG00000003770,-4228.258115,-4228.258115,0,1,1
ENSSHAG00000003772,-986.751985,-986.851384,0.198798000000124,0.655692820063762,1
ENSSHAG00000003774,-10313.577198,-10331.636529,36.1186619999971,1.85660280965213e-09,1.33049437586195e-08
ENSSHAG00000003775,-3656.422707,-3685.844681,58.8439479999997,1.70685962630207e-14,2.01248411410597e-13
ENSSHAG00000003776,-5026.697697,-5063.471579,73.5477640000008,9.82301446042754e-18,1.5699237177292e-16
ENSSHAG00000003779,-2806.109396,-2806.109397,2.00000067707151e-06,0.998871621018033,1
ENSSHAG00000003785,-2921.83,-2921.83,0,1,1
ENSSHAG00000003793,-3596.902281,-3596.902281,0,1,1
ENSSHAG00000003794,-7225.886937,-7225.886937,0,1,1
ENSSHAG00000003796,-2082.235718,-2082.235718,0,1,1
ENSSHAG00000003797,-4152.240254,-4152.240102,-0.000304000001051463,1,1
ENSSHAG00000003800,-1225.254165,-1225.254165,0,1,1
ENSSHAG00000003805,-1661.903841,-1661.90384,-2.00000022232416e-06,1,1
ENSSHAG00000003806,-4187.575003,-4190.386199,5.62239199999931,0.0177324313497107,0.0599296719872051
ENSSHAG00000003808,-7699.085256,-7699.365866,0.561219999999594,0.453769103301241,1
ENSSHAG00000003810,-8380.916777,-8399.222931,36.6123079999998,1.44118875400349e-09,1.04235978284349e-08
ENSSHAG00000003812,-2945.275418,-2947.902011,5.25318599999991,0.0219066250804821,0.0731274039144938
ENSSHAG00000003814,-5296.325276,-5296.325276,0,1,1
ENSSHAG00000003815,-3723.209888,-3729.521804,12.6238320000002,0.000380859778805679,0.00162901626129821
ENSSHAG00000003819,-4153.570403,-4156.519754,5.89870200000041,0.0151520471133003,0.0518538567420666
ENSSHAG00000003820,-2954.315738,-2954.315738,0,1,1
ENSSHAG00000003822,-4085.812003,-4091.320621,11.0172359999997,0.000902685709267779,0.0037086673222974
ENSSHAG00000003823,-963.20981,-963.20981,0,1,1
ENSSHAG00000003826,-4963.647459,-4964.569054,1.84318999999959,0.174577519531754,0.493635710205397
ENSSHAG00000003829,-3619.207122,-3619.781925,1.14960599999995,0.283631642794631,0.767943733025844
ENSSHAG00000003830,-3953.983716,-3976.471084,44.9747359999992,1.99592956813338e-11,1.75669913679795e-10
ENSSHAG00000003833,-3041.033783,-3041.033783,0,1,1
ENSSHAG00000003836,-9814.027641,-9814.027641,0,1,1
ENSSHAG00000003837,-4438.775253,-4438.775253,0,1,1
ENSSHAG00000003838,-5070.911904,-5070.911905,2.00000067707151e-06,0.998871621018033,1
ENSSHAG00000003841,-3462.736293,-3469.502297,13.5320080000001,0.000234528980523089,0.00102830112726167
ENSSHAG00000003842,-2547.65318,-2548.075437,0.844514000000345,0.358108947683904,0.944627612527106
ENSSHAG00000003844,-2193.166848,-2202.211254,18.088812,2.10836640738322e-05,0.000102212425754366
ENSSHAG00000003845,-3483.885308,-3457.930205,-51.9102059999996,1,1
ENSSHAG00000003846,-4602.632897,-4605.629474,5.99315399999978,0.0143615015627888,0.0493918675101085
ENSSHAG00000003847,-1509.997634,-1510.409884,0.824499999999716,0.363867748247912,0.957796781297896
ENSSHAG00000003848,-3013.008063,-3013.07052,0.12491399999999,0.723764788692469,1
ENSSHAG00000003849,-6701.239895,-6706.323802,10.1678140000004,0.00142913620608655,0.00566307682424529
ENSSHAG00000003851,-2327.864434,-2327.864434,0,1,1
ENSSHAG00000003856,-2405.01944,-2405.019441,1.99999976757681e-06,0.998871621274596,1
ENSSHAG00000003858,-5577.859206,-5628.215842,100.713271999999,1.06310832497437e-23,2.66801763966459e-22
ENSSHAG00000003860,-3156.439137,-3185.470561,58.0628480000005,2.53875930708664e-14,2.932478171901e-13
ENSSHAG00000003861,-13671.56495,-13907.212274,471.294647999999,1.67511514134247e-104,1.04677945182491e-101
ENSSHAG00000003864,-3543.804139,-3541.187714,-5.23284999999942,1,1
ENSSHAG00000003868,-3024.03948,-3024.039379,-0.00020200000017212,1,1
ENSSHAG00000003874,-6760.721149,-6760.721149,0,1,1
ENSSHAG00000003875,-8274.824126,-8274.824127,2.00000067707151e-06,0.998871621018033,1
ENSSHAG00000003879,-5354.440786,-5372.021838,35.1621039999991,3.03369935384364e-09,2.14452344594671e-08
ENSSHAG00000003880,-2973.632212,-2987.10997,26.955516,2.08192150841446e-07,1.2261948639097e-06
ENSSHAG00000003887,-7672.635627,-7672.635627,0,1,1
ENSSHAG00000003890,-3418.578602,-3418.578602,0,1,1
ENSSHAG00000003891,-2514.829848,-2527.403585,25.1474740000003,5.31091731403746e-07,3.01434353273571e-06
ENSSHAG00000003892,-8375.469319,-8375.469318,-2.00000067707151e-06,1,1
ENSSHAG00000003893,-2505.864037,-2529.07553,46.4229860000005,9.52910738339773e-12,8.65514419169367e-11
ENSSHAG00000003894,-2846.040058,-2849.623205,7.16629399999965,0.00742860843603866,0.0268021790512734
ENSSHAG00000003897,-2091.534355,-2091.534354,-1.99999976757681e-06,1,1
ENSSHAG00000003900,-3005.489885,-3005.489885,0,1,1
ENSSHAG00000003901,-7595.881717,-7615.570064,39.3766939999987,3.49442935286708e-10,2.6662623963451e-09
ENSSHAG00000003904,-2618.294007,-2618.294008,1.99999976757681e-06,0.998871621274596,1
ENSSHAG00000003905,-3615.357541,-3615.357542,2.00000067707151e-06,0.998871621018033,1
ENSSHAG00000003908,-3349.797073,-3365.110258,30.62637,3.12813184442405e-08,1.98857537088565e-07
ENSSHAG00000003909,-1755.803643,-1755.803643,0,1,1
ENSSHAG00000003910,-9458.592067,-9458.59279,0.00144600000203354,0.969666707471038,1
ENSSHAG00000003911,-3895.048171,-3895.082247,0.0681519999998272,0.794046715615744,1
ENSSHAG00000003914,-6776.042896,-6776.042896,0,1,1
ENSSHAG00000003917,-21042.213867,-21042.213867,0,1,1
ENSSHAG00000003921,-8004.836456,-8033.221876,56.7708399999992,4.89673906488317e-14,5.46423614579553e-13
ENSSHAG00000003924,-2497.958782,-2497.958782,0,1,1
ENSSHAG00000003927,-6096.318271,-6099.585031,6.53351999999904,0.0105860263936809,0.0374018268160403
ENSSHAG00000003928,-3527.963034,-3527.963034,0,1,1
ENSSHAG00000003930,-3056.549091,-3100.723684,88.3491860000004,5.48621782441567e-21,1.10949434254931e-19
ENSSHAG00000003931,-1669.88547,-1669.88547,0,1,1
ENSSHAG00000003933,-3508.515781,-3509.413161,1.79475999999977,0.180347278438454,0.508110975185706
ENSSHAG00000003934,-3628.295307,-3631.324772,6.05893000000015,0.0138361491401797,0.0477427365968985
ENSSHAG00000003936,-9138.546309,-9169.959691,62.8267640000013,2.25710780057771e-15,2.87850339710411e-14
ENSSHAG00000003939,-2916.081407,-2916.081407,0,1,1
ENSSHAG00000003942,-4386.836397,-4391.240279,8.80776399999922,0.00299951398991658,0.0115134907389366
ENSSHAG00000003943,-4711.170887,-4711.170887,0,1,1
ENSSHAG00000003944,-4698.380763,-4698.380763,0,1,1
ENSSHAG00000003948,-3026.125282,-3026.125282,0,1,1
ENSSHAG00000003949,-3131.779588,-3147.1852,30.811224,2.84388219849207e-08,1.81711859492607e-07
ENSSHAG00000003954,-2957.598487,-2957.598487,0,1,1
ENSSHAG00000003955,-3046.682271,-3067.142961,40.9213799999998,1.58477895961988e-10,1.25835879525599e-09
ENSSHAG00000003956,-5232.390717,-5311.799186,158.816938,2.05181856263986e-36,1.15511839621049e-34
ENSSHAG00000003957,-4923.822373,-4928.069371,8.49399599999924,0.00356320346780759,0.0135030069559306
ENSSHAG00000003958,-2498.097998,-2498.097998,0,1,1
ENSSHAG00000003960,-1498.687953,-1498.687953,0,1,1
ENSSHAG00000003962,-11339.358643,-11373.323462,67.9296380000014,1.69435119907104e-16,2.40090717528229e-15
ENSSHAG00000003963,-1866.308113,-1857.747554,-17.121118,1,1
ENSSHAG00000003964,-15082.892457,-15085.857988,5.93106199999966,0.014876273966562,0.0509659188689946
ENSSHAG00000003965,-6993.820946,-7019.35564,51.0693879999999,8.9157914588638e-13,8.82960076488746e-12
ENSSHAG00000003969,-7444.07837,-7446.120872,4.08500400000048,0.0432653488876335,0.13741579657042
ENSSHAG00000003970,-1591.182715,-1591.182715,0,1,1
ENSSHAG00000003972,-5554.697569,-5607.718066,106.040994000001,7.22255238259977e-25,1.99706769198522e-23
ENSSHAG00000003973,-2337.663135,-2340.90458,6.48289000000022,0.0108917750825192,0.0383020272879361
ENSSHAG00000003976,-2449.537594,-2450.150628,1.22606799999994,0.268173083468475,0.729566216192642
ENSSHAG00000003979,-3799.1345,-3799.134499,-2.00000067707151e-06,1,1
ENSSHAG00000003982,-4811.385557,-4811.385557,0,1,1
ENSSHAG00000003984,-2420.775707,-2420.775707,0,1,1
ENSSHAG00000003987,-1261.420147,-1262.914138,2.9879820000001,0.0838846448101378,0.253724658963481
ENSSHAG00000003988,-2779.125285,-2792.850192,27.4498139999996,1.61224377228786e-07,9.62264692743727e-07
ENSSHAG00000003991,-609.912976,-609.912976,0,1,1
ENSSHAG00000003995,-3360.966762,-3363.870183,5.80684199999996,0.0159639367035711,0.0543212858314137
ENSSHAG00000003997,-2046.927313,-2046.927313,0,1,1
ENSSHAG00000003998,-6059.211242,-6059.211242,0,1,1
ENSSHAG00000004000,-2507.391601,-2507.391601,0,1,1
ENSSHAG00000004002,-3074.055263,-3074.055263,0,1,1
ENSSHAG00000004004,-3430.129453,-3430.218229,0.177552000000105,0.67348550859725,1
ENSSHAG00000004006,-4023.226866,-4023.226866,0,1,1
ENSSHAG00000004009,-1518.795882,-1545.419426,53.2470880000001,2.94123154150108e-13,3.02796637608571e-12
ENSSHAG00000004011,-3551.603495,-3551.603497,4.00000044464832e-06,0.998404231853545,1
ENSSHAG00000004013,-940.452349,-940.452349,0,1,1
ENSSHAG00000004019,-3843.907964,-3861.927047,36.0381660000003,1.93490313994947e-09,1.38343360658401e-08
ENSSHAG00000004021,-2974.045152,-2979.397567,10.7048299999997,0.00106856205275438,0.00432757243529625
ENSSHAG00000004023,-3538.410139,-3538.410139,0,1,1
ENSSHAG00000004031,-2064.484576,-2064.484576,0,1,1
ENSSHAG00000004032,-5468.504577,-5468.504577,0,1,1
ENSSHAG00000004036,-3554.178565,-3554.576357,0.795583999999508,0.372416969300661,0.97700824565904
ENSSHAG00000004042,-6743.427187,-6755.700681,24.5469880000001,7.25196121232424e-07,4.06799870878044e-06
ENSSHAG00000004043,-2583.935596,-2591.242851,14.6145100000003,0.000131895086396814,0.000591681546944501
ENSSHAG00000004045,-3279.111711,-3279.111711,0,1,1
ENSSHAG00000004046,-1454.534106,-1487.3412,65.614188,5.48425230894903e-16,7.41798542827327e-15
ENSSHAG00000004049,-3094.072629,-3094.072629,0,1,1
ENSSHAG00000004050,-7948.402907,-7949.669524,2.53323400000045,0.111471541891286,0.32966666600977
