gene	description	total	composite.snps.afchange.top.genes.200000bp	composite.snps.timeseries.top.genes.200000bp
ENSSHAG00000003851	2	major histocompatibility complex, class II, DM alpha [Source:HGNC Symbol;Acc:HGNC:4934]	1	1
ENSSHAG00000003850	2	Zic family member 2 [Source:HGNC Symbol;Acc:HGNC:12873]	1	1
ENSSHAG00000018260	2	RNA binding motif protein 5 [Source:HGNC Symbol;Acc:HGNC:9902]	1	1
ENSSHAG00000018261	1	abhydrolase domain containing 5 [Source:HGNC Symbol;Acc:HGNC:21396]	0	1
ENSSHAG00000018262	2	potassium inwardly-rectifying channel, subfamily J, member 5 [Source:HGNC Symbol;Acc:HGNC:6266]	1	1
ENSSHAG00000018263	2	phosphodiesterase 8B [Source:HGNC Symbol;Acc:HGNC:8794]	1	1
ENSSHAG00000018264	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3X1K6]	1	1
ENSSHAG00000018265	2	5'-nucleotidase, cytosolic IA [Source:HGNC Symbol;Acc:HGNC:17819]	1	1
ENSSHAG00000018266	2	FRY-like [Source:HGNC Symbol;Acc:HGNC:29127]	1	1
ENSSHAG00000018267	2	SH2 domain containing 3C [Source:HGNC Symbol;Acc:HGNC:16884]	1	1
ENSSHAG00000017517	2	GTP-binding protein 10 (putative) [Source:HGNC Symbol;Acc:HGNC:25106]	1	1
ENSSHAG00000018597	2	WEE1 G2 checkpoint kinase [Source:HGNC Symbol;Acc:HGNC:12761]	1	1
ENSSHAG00000017514	1	alanyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21022]	0	1
ENSSHAG00000015742	2	autophagy/beclin-1 regulator 1 [Source:HGNC Symbol;Acc:HGNC:25990]	1	1
ENSSHAG00000018595	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3X2R5]	1	1
ENSSHAG00000011027	2	Hyaluronidase  [Source:UniProtKB/TrEMBL;Acc:G3WBT7]	1	1
ENSSHAG00000017306	1	neogenin 1 [Source:HGNC Symbol;Acc:HGNC:7754]	0	1
ENSSHAG00000015744	2	CUGBP, Elav-like family member 3 [Source:HGNC Symbol;Acc:HGNC:11967]	1	1
ENSSHAG00000010238	2	mutY homolog [Source:HGNC Symbol;Acc:HGNC:7527]	1	1
ENSSHAG00000015749	2	CD68 molecule [Source:HGNC Symbol;Acc:HGNC:1693]	1	1
ENSSHAG00000002454	2	apoptosis-associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:21]	1	1
ENSSHAG00000002456	2	THO complex 5 [Source:HGNC Symbol;Acc:HGNC:19074]	1	1
ENSSHAG00000002452	2	clathrin, light chain B [Source:HGNC Symbol;Acc:HGNC:2091]	1	1
ENSSHAG00000002453	2	chromosome 20 open reading frame 96 [Source:HGNC Symbol;Acc:HGNC:16227]	1	1
ENSSHAG00000002100	2	sodium channel, voltage-gated, type III, alpha subunit [Source:HGNC Symbol;Acc:HGNC:10590]	1	1
ENSSHAG00000002101	2	ring finger protein 141 [Source:HGNC Symbol;Acc:HGNC:21159]	1	1
ENSSHAG00000002459	2	ubiquitin-like modifier activating enzyme 2 [Source:HGNC Symbol;Acc:HGNC:30661]	1	1
ENSSHAG00000004494	2	thyroid stimulating hormone receptor [Source:HGNC Symbol;Acc:HGNC:12373]	1	1
ENSSHAG00000015133	1	thymocyte selection associated family member 2 [Source:HGNC Symbol;Acc:HGNC:16839]	0	1
ENSSHAG00000006759	2	solute carrier family 7, member 4 [Source:HGNC Symbol;Acc:HGNC:11062]	1	1
ENSSHAG00000006753	2	cholinergic receptor, muscarinic 2 [Source:HGNC Symbol;Acc:HGNC:1951]	1	1
ENSSHAG00000003500	2	acetylserotonin O-methyltransferase-like [Source:HGNC Symbol;Acc:HGNC:751]	1	1
ENSSHAG00000003503	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VLC1]	1	1
ENSSHAG00000006750	2	Wolf-Hirschhorn syndrome candidate 1 [Source:HGNC Symbol;Acc:HGNC:12766]	1	1
ENSSHAG00000003505	1		0	1
ENSSHAG00000003504	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VLC3]	1	1
ENSSHAG00000006755	2	zinc finger and BTB domain containing 37 [Source:HGNC Symbol;Acc:HGNC:28365]	1	1
ENSSHAG00000006754	2	PRELI domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28306]	1	1
ENSSHAG00000014729	2	testis expressed 2 [Source:HGNC Symbol;Acc:HGNC:30884]	1	1
ENSSHAG00000014728	2	v-myb avian myeloblastosis viral oncogene homolog [Source:HGNC Symbol;Acc:HGNC:7545]	1	1
ENSSHAG00000014098	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WMB9]	1	1
ENSSHAG00000014721	2	sialic acid acetylesterase [Source:HGNC Symbol;Acc:HGNC:18187]	1	1
ENSSHAG00000014090	2		1	1
ENSSHAG00000000835	1	lysophospholipase I [Source:HGNC Symbol;Acc:HGNC:6737]	0	1
ENSSHAG00000014096	2	mitochondrial carrier 1 [Source:HGNC Symbol;Acc:HGNC:17586]	1	1
ENSSHAG00000014727	1	acyl-CoA synthetase long-chain family member 3 [Source:HGNC Symbol;Acc:HGNC:3570]	0	1
ENSSHAG00000011023	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WBT3]	1	1
ENSSHAG00000013153	2	chromosome 1 open reading frame 109 [Source:HGNC Symbol;Acc:HGNC:26039]	1	1
ENSSHAG00000013152	2	insulin-like growth factor 2 mRNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:28867]	1	1
ENSSHAG00000016762	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WWD8]	1	1
ENSSHAG00000016760	2	TIMP metallopeptidase inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11821]	1	1
ENSSHAG00000016766	2	solute carrier family 26 (anion exchanger), member 2 [Source:HGNC Symbol;Acc:HGNC:10994]	1	1
ENSSHAG00000016765	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WWE1]	1	1
ENSSHAG00000015572	2	sorting nexin family member 27 [Source:HGNC Symbol;Acc:HGNC:20073]	1	1
ENSSHAG00000016769	1	zinc finger protein 639 [Source:HGNC Symbol;Acc:HGNC:30950]	0	1
ENSSHAG00000016768	2	GTP binding protein overexpressed in skeletal muscle [Source:HGNC Symbol;Acc:HGNC:4234]	1	1
ENSSHAG00000014549	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WNW4]	0	1
ENSSHAG00000014548	2	anoctamin 8 [Source:HGNC Symbol;Acc:HGNC:29329]	1	1
ENSSHAG00000014545	2	protease, serine, 12 (neurotrypsin, motopsin) [Source:HGNC Symbol;Acc:HGNC:9477]	1	1
ENSSHAG00000014544	2	zinc finger, CCHC domain containing 7 [Source:HGNC Symbol;Acc:HGNC:26209]	1	1
ENSSHAG00000014541	2	peroxiredoxin 3 [Source:HGNC Symbol;Acc:HGNC:9354]	1	1
ENSSHAG00000014540	2	matrix metallopeptidase 12 (macrophage elastase) [Source:HGNC Symbol;Acc:HGNC:7158]	1	1
ENSSHAG00000014893	2	DAN domain family member 5, BMP antagonist [Source:HGNC Symbol;Acc:HGNC:26780]	1	1
ENSSHAG00000014891	2	fumarylacetoacetate hydrolase (fumarylacetoacetase) [Source:HGNC Symbol;Acc:HGNC:3579]	1	1
ENSSHAG00000014897	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WQ31]	0	1
ENSSHAG00000014896	2	ankyrin repeat and kinase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21027]	1	1
ENSSHAG00000014895	2	hydroxyacid oxidase 2 (long chain) [Source:HGNC Symbol;Acc:HGNC:4810]	1	1
ENSSHAG00000014894	2	glypican 1 [Source:HGNC Symbol;Acc:HGNC:4449]	1	1
ENSSHAG00000016438	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WV98]	1	1
ENSSHAG00000015556	2	chromosome 7 open reading frame 60 [Source:HGNC Symbol;Acc:HGNC:26475]	1	1
ENSSHAG00000016495	2	calcium channel, voltage-dependent, L type, alpha 1D subunit [Source:HGNC Symbol;Acc:HGNC:1391]	1	1
ENSSHAG00000016491	2	ribophorin I [Source:HGNC Symbol;Acc:HGNC:10381]	1	1
ENSSHAG00000016493	2	solute carrier family 26 (anion exchanger), member 9 [Source:HGNC Symbol;Acc:HGNC:14469]	1	1
ENSSHAG00000016492	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WVG5]	1	1
ENSSHAG00000001904	2	establishment of sister chromatid cohesion N-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:24645]	1	1
ENSSHAG00000008624	1	filamin A interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:21015]	0	1
ENSSHAG00000008627	2	aldehyde dehydrogenase 1 family, member L2 [Source:HGNC Symbol;Acc:HGNC:26777]	1	1
ENSSHAG00000008626	2	leucine-rich repeat LGI family, member 2 [Source:HGNC Symbol;Acc:HGNC:18710]	1	1
ENSSHAG00000008621	1	leucine rich repeat containing 43 [Source:HGNC Symbol;Acc:HGNC:28562]	0	1
ENSSHAG00000008623	2	solute carrier family 38, member 1 [Source:HGNC Symbol;Acc:HGNC:13447]	1	1
ENSSHAG00000000361	2	polymerase (DNA directed), alpha 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:30073]	1	1
ENSSHAG00000005811	2		1	1
ENSSHAG00000005201	1	LMBR1 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25287]	0	1
ENSSHAG00000017012	1	piggyBac transposable element derived 5 [Source:HGNC Symbol;Acc:HGNC:19405]	0	1
ENSSHAG00000017013	1	polymerase (RNA) I polypeptide B, 128kDa [Source:HGNC Symbol;Acc:HGNC:20454]	0	1
ENSSHAG00000017010	2	reticulocalbin 1, EF-hand calcium binding domain [Source:HGNC Symbol;Acc:HGNC:9934]	1	1
ENSSHAG00000017011	2	dehydrogenase/reductase (SDR family) member 9 [Source:HGNC Symbol;Acc:HGNC:16888]	1	1
ENSSHAG00000017016	2	chromosome 2 open reading frame 81 [Source:HGNC Symbol;Acc:HGNC:34350]	1	1
ENSSHAG00000017017	2	RNA binding motif protein 28 [Source:HGNC Symbol;Acc:HGNC:21863]	1	1
ENSSHAG00000017019	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WXA7]	1	1
ENSSHAG00000012006	2	protein tyrosine phosphatase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30184]	1	1
ENSSHAG00000012007	2	UDP-glucose glycoprotein glucosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:15664]	1	1
ENSSHAG00000012005	1	polymerase (RNA) III (DNA directed) polypeptide B [Source:HGNC Symbol;Acc:HGNC:30348]	0	1
ENSSHAG00000012002	2	tetratricopeptide repeat domain 21B [Source:HGNC Symbol;Acc:HGNC:25660]	1	1
ENSSHAG00000008398	2	neudesin neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:30384]	1	1
ENSSHAG00000012008	2	ATP/GTP binding protein-like 5 [Source:HGNC Symbol;Acc:HGNC:26147]	1	1
ENSSHAG00000012009	2	D-amino-acid oxidase [Source:HGNC Symbol;Acc:HGNC:2671]	1	1
ENSSHAG00000008528	2	syntaxin 6 [Source:HGNC Symbol;Acc:HGNC:11441]	1	1
ENSSHAG00000013711	2	eukaryotic translation initiation factor 2-alpha kinase 1 [Source:HGNC Symbol;Acc:HGNC:24921]	1	1
ENSSHAG00000010539	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WA46]	1	1
ENSSHAG00000013713	2	xanthine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:12805]	1	1
ENSSHAG00000013712	2	lamin A/C [Source:HGNC Symbol;Acc:HGNC:6636]	1	1
ENSSHAG00000016943	2	secretory carrier membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:10563]	1	1
ENSSHAG00000016942	2	phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma) [Source:HGNC Symbol;Acc:HGNC:9040]	1	1
ENSSHAG00000013717	2	palmdelphin [Source:HGNC Symbol;Acc:HGNC:15846]	1	1
ENSSHAG00000013716	2	leucine zipper, putative tumor suppressor 2 [Source:HGNC Symbol;Acc:HGNC:29381]	1	1
ENSSHAG00000013718	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WL11]	1	1
ENSSHAG00000010533	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WA40]	1	1
ENSSHAG00000010534	2	trafficking protein particle complex 4 [Source:HGNC Symbol;Acc:HGNC:19943]	1	1
ENSSHAG00000010535	2	estrogen-related receptor gamma [Source:HGNC Symbol;Acc:HGNC:3474]	1	1
ENSSHAG00000016949	2	exosome component 3 [Source:HGNC Symbol;Acc:HGNC:17944]	1	1
ENSSHAG00000016948	2	eyes shut homolog (Drosophila) [Source:HGNC Symbol;Acc:HGNC:21555]	1	1
ENSSHAG00000015317	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WRI6]	1	1
ENSSHAG00000009572	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W6R5]	1	1
ENSSHAG00000012410	1	fragile histidine triad [Source:HGNC Symbol;Acc:HGNC:3701]	0	1
ENSSHAG00000009574	2	C1q and tumor necrosis factor related protein 2 [Source:HGNC Symbol;Acc:HGNC:14325]	1	1
ENSSHAG00000009578	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W6S2]	1	1
ENSSHAG00000001011	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VD77]	1	1
ENSSHAG00000001010	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VD76]	1	1
ENSSHAG00000001013	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VD80]	1	1
ENSSHAG00000001014	2	diacylglycerol kinase, eta [Source:HGNC Symbol;Acc:HGNC:2854]	1	1
ENSSHAG00000001016	2	solute carrier family 9, subfamily C (Na+-transporting carboxylic acid decarboxylase), member 1 [Source:HGNC Symbol;Acc:HGNC:31401]	1	1
ENSSHAG00000001652	2	KIAA1456 [Source:HGNC Symbol;Acc:HGNC:26725]	1	1
ENSSHAG00000018897	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3X3S1]	1	1
ENSSHAG00000018727	2	ATPase family, AAA domain containing 5 [Source:HGNC Symbol;Acc:HGNC:25752]	1	1
ENSSHAG00000018726	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3X372]	1	1
ENSSHAG00000018893	2	RAB11 family interacting protein 4 (class II) [Source:HGNC Symbol;Acc:HGNC:30267]	1	1
ENSSHAG00000018892	2	ELOVL fatty acid elongase 3 [Source:HGNC Symbol;Acc:HGNC:18047]	1	1
ENSSHAG00000018723	1	tumor suppressor candidate 2 [Source:HGNC Symbol;Acc:HGNC:17034]	0	1
ENSSHAG00000018890	2	paired-like homeodomain 3 [Source:HGNC Symbol;Acc:HGNC:9006]	1	1
ENSSHAG00000004193	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VNM1]	1	1
ENSSHAG00000004623	2	filamin C, gamma [Source:HGNC Symbol;Acc:HGNC:3756]	1	1
ENSSHAG00000004622	2	transmembrane protease, serine 13 [Source:HGNC Symbol;Acc:HGNC:29808]	1	1
ENSSHAG00000004625	2	calponin 1, basic, smooth muscle [Source:HGNC Symbol;Acc:HGNC:2155]	1	1
ENSSHAG00000018728	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3X376]	1	1
ENSSHAG00000004627	2	EPH receptor B6 [Source:HGNC Symbol;Acc:HGNC:3396]	1	1
ENSSHAG00000004626	2	ubiquitin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24463]	1	1
ENSSHAG00000014303	2	teneurin transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:29943]	1	1
ENSSHAG00000007184	2	hedgehog acyltransferase-like [Source:HGNC Symbol;Acc:HGNC:13242]	1	1
ENSSHAG00000013849	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WLH0]	1	1
ENSSHAG00000002662	2	ferredoxin 1 [Source:HGNC Symbol;Acc:HGNC:3638]	1	1
ENSSHAG00000002661	1	ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide [Source:HGNC Symbol;Acc:HGNC:830]	0	1
ENSSHAG00000002660	2	protein phosphatase 1, regulatory subunit 13 like [Source:HGNC Symbol;Acc:HGNC:18838]	1	1
ENSSHAG00000009107	2	sterol carrier protein 2 [Source:HGNC Symbol;Acc:HGNC:10606]	1	1
ENSSHAG00000002666	2	testis expressed 38 [Source:HGNC Symbol;Acc:HGNC:29589]	1	1
ENSSHAG00000009105	2	family with sequence similarity 84, member B [Source:HGNC Symbol;Acc:HGNC:24166]	1	1
ENSSHAG00000009104	2	coronin, actin binding protein, 2B [Source:HGNC Symbol;Acc:HGNC:2256]	1	1
ENSSHAG00000013841	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WLF9]	1	1
ENSSHAG00000009109	2	autocrine motility factor receptor, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:463]	1	1
ENSSHAG00000009108	2	ring finger protein 11 [Source:HGNC Symbol;Acc:HGNC:10056]	1	1
ENSSHAG00000013845	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WLG4]	1	1
ENSSHAG00000013844	2	unc-119 homolog (C. elegans) [Source:HGNC Symbol;Acc:HGNC:12565]	1	1
ENSSHAG00000013847	2	vacuolar protein sorting 72 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:11644]	1	1
ENSSHAG00000013846	2	OMA1 zinc metallopeptidase [Source:HGNC Symbol;Acc:HGNC:29661]	1	1
ENSSHAG00000005868	2	collagen, type XXVIII, alpha 1 [Source:HGNC Symbol;Acc:HGNC:22442]	1	1
ENSSHAG00000005869	2	asteroid homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:25021]	1	1
ENSSHAG00000005864	2	heterogeneous nuclear ribonucleoprotein M [Source:HGNC Symbol;Acc:HGNC:5046]	1	1
ENSSHAG00000005865	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VU92]	1	1
ENSSHAG00000005866	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VU93]	1	1
ENSSHAG00000005867	2	activating transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:791]	1	1
ENSSHAG00000005862	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VU88]	1	1
ENSSHAG00000005863	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VU89]	1	1
ENSSHAG00000015719	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WSV9]	1	1
ENSSHAG00000004448	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VPH8]	1	1
ENSSHAG00000018098	2	MON1 secretory trafficking family member A [Source:HGNC Symbol;Acc:HGNC:28207]	1	1
ENSSHAG00000004445	2	claudin 18 [Source:HGNC Symbol;Acc:HGNC:2039]	1	1
ENSSHAG00000004444	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VPH4]	1	1
ENSSHAG00000015711	2	SIX homeobox 1 [Source:HGNC Symbol;Acc:HGNC:10887]	1	1
ENSSHAG00000004446	2	chromosome 16 open reading frame 46 [Source:HGNC Symbol;Acc:HGNC:26525]	1	1
ENSSHAG00000018093	2	stathmin 2 [Source:HGNC Symbol;Acc:HGNC:10577]	1	1
ENSSHAG00000004440	2	CCR4 carbon catabolite repression 4-like (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:14254]	1	1
ENSSHAG00000018091	2	receptor accessory protein 4 [Source:HGNC Symbol;Acc:HGNC:26176]	1	1
ENSSHAG00000015714	2	chloride channel, voltage-sensitive 4 [Source:HGNC Symbol;Acc:HGNC:2022]	1	1
ENSSHAG00000011629	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WDV1]	1	1
ENSSHAG00000004996	2	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog [Source:HGNC Symbol;Acc:HGNC:20347]	1	1
ENSSHAG00000004995	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VRB3]	1	1
ENSSHAG00000015215	2	lysine (K)-specific demethylase 5B [Source:HGNC Symbol;Acc:HGNC:18039]	1	1
ENSSHAG00000011623	1	nemo-like kinase [Source:HGNC Symbol;Acc:HGNC:29858]	0	1
ENSSHAG00000011622	2	minichromosome maintenance complex component 7 [Source:HGNC Symbol;Acc:HGNC:6950]	1	1
ENSSHAG00000004998	2	olfactory receptor, family 1, subfamily M, member 1 [Source:HGNC Symbol;Acc:HGNC:8220]	1	1
ENSSHAG00000011627	2	Rho GTPase activating protein 39 [Source:HGNC Symbol;Acc:HGNC:29351]	1	1
ENSSHAG00000011727	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WE61]	1	1
ENSSHAG00000011724	2	phosphatidylinositol glycan anchor biosynthesis, class H [Source:HGNC Symbol;Acc:HGNC:8964]	1	1
ENSSHAG00000011725	2	HCK proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:4840]	1	1
ENSSHAG00000002590	2	THAP domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23187]	1	1
ENSSHAG00000002593	2	Peptidyl-prolyl cis-trans isomerase  [Source:UniProtKB/TrEMBL;Acc:G3VIC5]	1	1
ENSSHAG00000011721	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WE54]	1	1
ENSSHAG00000006457	1	sprouty homolog 4 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:15533]	0	1
ENSSHAG00000013294	2	proline rich 5 like [Source:HGNC Symbol;Acc:HGNC:25878]	1	1
ENSSHAG00000014390	2	interferon-related developmental regulator 1 [Source:HGNC Symbol;Acc:HGNC:5456]	1	1
ENSSHAG00000014392	2	syntaxin 2 [Source:HGNC Symbol;Acc:HGNC:3403]	1	1
ENSSHAG00000014393	2	kelch domain containing 8A [Source:HGNC Symbol;Acc:HGNC:25573]	1	1
ENSSHAG00000014394	2	zinc finger homeobox 3 [Source:HGNC Symbol;Acc:HGNC:777]	1	1
ENSSHAG00000016923	2	adrenoceptor beta 3 [Source:HGNC Symbol;Acc:HGNC:288]	1	1
ENSSHAG00000014397	2	hes family bHLH transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:19764]	1	1
ENSSHAG00000017199	2	nebulette [Source:HGNC Symbol;Acc:HGNC:16932]	1	1
ENSSHAG00000005713	2	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6 [Source:HGNC Symbol;Acc:HGNC:10992]	1	1
ENSSHAG00000005711	1	transmembrane protein 184B [Source:HGNC Symbol;Acc:HGNC:1310]	0	1
ENSSHAG00000005717	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VTR4]	1	1
ENSSHAG00000005714	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VTR1]	1	1
ENSSHAG00000005715	1	ribosomal RNA processing 7 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:24286]	0	1
ENSSHAG00000006106	2	ubiquitin family domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30565]	1	1
ENSSHAG00000006107	1	solute carrier family 16 (monocarboxylate transporter), member 1 [Source:HGNC Symbol;Acc:HGNC:10922]	0	1
ENSSHAG00000006105	2	progestagen-associated endometrial protein [Source:HGNC Symbol;Acc:HGNC:8573]	1	1
ENSSHAG00000006102	1	interleukin-1 receptor-associated kinase 3 [Source:HGNC Symbol;Acc:HGNC:17020]	0	1
ENSSHAG00000016928	2	peptidylprolyl isomerase F [Source:HGNC Symbol;Acc:HGNC:9259]	1	1
ENSSHAG00000012820	2	euchromatic histone-lysine N-methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:24650]	1	1
ENSSHAG00000012823	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WHX0]	1	1
ENSSHAG00000012824	2	solute carrier family 30 (zinc transporter), member 3 [Source:HGNC Symbol;Acc:HGNC:11014]	1	1
ENSSHAG00000012825	2	ring finger protein 152 [Source:HGNC Symbol;Acc:HGNC:26811]	1	1
ENSSHAG00000012826	2	syndecan binding protein (syntenin) [Source:HGNC Symbol;Acc:HGNC:10662]	1	1
ENSSHAG00000012827	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WHX4]	1	1
ENSSHAG00000012828	2	WD repeat domain 11 [Source:HGNC Symbol;Acc:HGNC:13831]	1	1
ENSSHAG00000012829	1	growth hormone receptor [Source:HGNC Symbol;Acc:HGNC:4263]	0	1
ENSSHAG00000008438	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W2U6]	1	1
ENSSHAG00000009810	2	EF-hand calcium binding domain 5 [Source:HGNC Symbol;Acc:HGNC:24801]	1	1
ENSSHAG00000002845	2	carcinoembryonic antigen-related cell adhesion molecule 16 [Source:HGNC Symbol;Acc:HGNC:31948]	1	1
ENSSHAG00000009815	2	eukaryotic translation initiation factor 2, subunit 1 alpha, 35kDa [Source:HGNC Symbol;Acc:HGNC:3265]	1	1
ENSSHAG00000009817	2	HEAT repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:16761]	1	1
ENSSHAG00000009819	2	PR domain containing 11 [Source:HGNC Symbol;Acc:HGNC:13996]	1	1
ENSSHAG00000008431	2	docking protein 6 [Source:HGNC Symbol;Acc:HGNC:28301]	1	1
ENSSHAG00000008432	2	nudE neurodevelopment protein 1 [Source:HGNC Symbol;Acc:HGNC:17619]	1	1
ENSSHAG00000008433	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W2U0]	0	1
ENSSHAG00000008434	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W2U1]	1	1
ENSSHAG00000008435	2	opsin 4 [Source:HGNC Symbol;Acc:HGNC:14449]	1	1
ENSSHAG00000008437	2		1	1
ENSSHAG00000018785	2	ATP-binding cassette, sub-family G (WHITE), member 5 [Source:HGNC Symbol;Acc:HGNC:13886]	1	1
ENSSHAG00000010097	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W8K5]	0	1
ENSSHAG00000010095	2	SCL/TAL1 interrupting locus [Source:HGNC Symbol;Acc:HGNC:10879]	1	1
ENSSHAG00000010094	2	transmembrane protein 219 [Source:HGNC Symbol;Acc:HGNC:25201]	1	1
ENSSHAG00000010092	2	aconitase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:118]	1	1
ENSSHAG00000010090	2	exophilin 5 [Source:HGNC Symbol;Acc:HGNC:30578]	1	1
ENSSHAG00000010098	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W8K6]	1	1
ENSSHAG00000017116	1	low density lipoprotein receptor class A domain containing 2 [Source:HGNC Symbol;Acc:HGNC:32071]	0	1
ENSSHAG00000007113	1	ubiquitin associated and SH3 domain containing B [Source:HGNC Symbol;Acc:HGNC:29884]	0	1
ENSSHAG00000014974	2	aquaporin 4 [Source:HGNC Symbol;Acc:HGNC:637]	1	1
ENSSHAG00000014976	2		1	1
ENSSHAG00000014971	2	insulin receptor substrate 2 [Source:HGNC Symbol;Acc:HGNC:6126]	1	1
ENSSHAG00000014972	2	intermediate filament family orphan 1 [Source:HGNC Symbol;Acc:HGNC:24970]	1	1
ENSSHAG00000006523	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VWF0]	0	1
