ensembl_gene_id	mdomestica_homolog_ensembl_gene	neugenii_homolog_ensembl_gene	koala_transcript_id
ENSSHAG00000003456	ENSMODG00000001017	ENSMEUG00000005725	Locus_30965_Transcript_6/6_Confidence_0.000_Length_1674
ENSSHAG00000003458	ENSMODG00000017196	ENSMEUG00000010859	Locus_1602_Transcript_18/24_Confidence_0.000_Length_2207
ENSSHAG00000003459	ENSMODG00000007562	ENSMEUG00000013106	Locus_10092_Transcript_5/18_Confidence_0.593_Length_6086
ENSSHAG00000003460	NA	ENSMEUG00000015293	Locus_88_Transcript_11547/16303_Confidence_0.001_Length_2560
ENSSHAG00000003461	ENSMODG00000009632	ENSMEUG00000015017	Locus_571_Transcript_21/67_Confidence_0.085_Length_3266
ENSSHAG00000003463	ENSMODG00000012009	ENSMEUG00000003548	Locus_52959_Transcript_14/20_Confidence_0.034_Length_2230
ENSSHAG00000003465	ENSMODG00000005088	ENSMEUG00000012996	Locus_11412_Transcript_11/16_Confidence_0.429_Length_5167
ENSSHAG00000003466	NA	ENSMEUG00000015701	Locus_1005_Transcript_6/15_Confidence_0.500_Length_1086
ENSSHAG00000003468	ENSMODG00000021431	ENSMEUG00000007635	Locus_17208_Transcript_1/3_Confidence_0.600_Length_1944
ENSSHAG00000003470	ENSMODG00000021099	ENSMEUG00000003719	Locus_100_Transcript_61/70_Confidence_0.057_Length_7082
ENSSHAG00000003471	ENSMODG00000006812	ENSMEUG00000015858	Locus_6687_Transcript_14/19_Confidence_0.250_Length_975
ENSSHAG00000003474	ENSMODG00000025528	ENSMEUG00000014534	Locus_8192_Transcript_1/15_Confidence_0.125_Length_1681
ENSSHAG00000003475	ENSMODG00000018120	ENSMEUG00000016759	Locus_25712_Transcript_1/7_Confidence_0.148_Length_1615
ENSSHAG00000003476	ENSMODG00000018766	ENSMEUG00000003265	Locus_12662_Transcript_2/15_Confidence_0.082_Length_3160
ENSSHAG00000003477	ENSMODG00000020958	NA	Locus_479_Transcript_2/15_Confidence_0.360_Length_2325
ENSSHAG00000003478	ENSMODG00000025482	ENSMEUG00000002829	Locus_15183_Transcript_9/18_Confidence_0.415_Length_2403
ENSSHAG00000003479	ENSMODG00000004238	ENSMEUG00000007731	Locus_37234_Transcript_10/10_Confidence_0.150_Length_7376
ENSSHAG00000003480	ENSMODG00000009583	ENSMEUG00000011788	Locus_133665_Transcript_2/17_Confidence_0.625_Length_1990
ENSSHAG00000003481	ENSMODG00000015032	ENSMEUG00000006997	Locus_28312_Transcript_2/4_Confidence_0.667_Length_4278
ENSSHAG00000003482	ENSMODG00000000444	ENSMEUG00000012473	Locus_22056_Transcript_12/21_Confidence_0.226_Length_2863
ENSSHAG00000003487	ENSMODG00000019828	ENSMEUG00000009041	Locus_13375_Transcript_25/38_Confidence_0.304_Length_5312
ENSSHAG00000003491	ENSMODG00000011435	ENSMEUG00000013317	Locus_137307_Transcript_4/5_Confidence_0.571_Length_2106
ENSSHAG00000003492	ENSMODG00000013207	ENSMEUG00000007716	Locus_18545_Transcript_1/8_Confidence_0.500_Length_4702
ENSSHAG00000003493	ENSMODG00000010429	NA	Locus_5668_Transcript_19/63_Confidence_0.043_Length_1214
ENSSHAG00000003494	ENSMODG00000023829	ENSMEUG00000012231	Locus_76965_Transcript_2/2_Confidence_0.333_Length_2466
ENSSHAG00000003495	ENSMODG00000023812	ENSMEUG00000002918	NA
ENSSHAG00000003496	ENSMODG00000024195	ENSMEUG00000006816	NA
ENSSHAG00000003498	NA	ENSMEUG00000009914	Locus_35165_Transcript_26/47_Confidence_0.300_Length_2981
ENSSHAG00000003502	NA	ENSMEUG00000004493	Locus_2892_Transcript_1/1_Confidence_0.000_Length_8175
ENSSHAG00000003504	ENSMODG00000015657	ENSMEUG00000006276	Locus_14289_Transcript_5/9_Confidence_0.075_Length_5960
ENSSHAG00000003506	ENSMODG00000014778	ENSMEUG00000002735	Locus_11852_Transcript_16/31_Confidence_0.412_Length_4655
ENSSHAG00000003507	ENSMODG00000013052	ENSMEUG00000015356	Locus_339_Transcript_33/45_Confidence_0.182_Length_4078
ENSSHAG00000003508	ENSMODG00000006592	ENSMEUG00000012728	Locus_4570_Transcript_35/37_Confidence_0.124_Length_1544
ENSSHAG00000003510	ENSMODG00000022814	ENSMEUG00000001856	NA
ENSSHAG00000003511	ENSMODG00000019019	ENSMEUG00000008588	Locus_8441_Transcript_21/34_Confidence_0.556_Length_3278
ENSSHAG00000003513	ENSMODG00000009868	ENSMEUG00000012486	Locus_5097_Transcript_1/7_Confidence_0.364_Length_1795
ENSSHAG00000003514	ENSMODG00000019665	ENSMEUG00000012572	Locus_5924_Transcript_4/18_Confidence_0.273_Length_7460
ENSSHAG00000003516	ENSMODG00000008605	ENSMEUG00000009389	Locus_30334_Transcript_13/15_Confidence_0.273_Length_2510
ENSSHAG00000003517	ENSMODG00000001307	ENSMEUG00000005344	Locus_4160_Transcript_5/7_Confidence_0.500_Length_5701
ENSSHAG00000003518	ENSMODG00000007212	ENSMEUG00000002594	Locus_40377_Transcript_4/5_Confidence_0.667_Length_874
ENSSHAG00000003521	ENSMODG00000000457	ENSMEUG00000015918	Locus_2317_Transcript_16/21_Confidence_0.125_Length_606
ENSSHAG00000003522	ENSMODG00000020377	ENSMEUG00000003240	Locus_8586_Transcript_14/24_Confidence_0.049_Length_2303
ENSSHAG00000003523	ENSMODG00000020440	ENSMEUG00000007789	Locus_65815_Transcript_18/32_Confidence_0.288_Length_6493
ENSSHAG00000003524	ENSMODG00000018114	ENSMEUG00000012739	Locus_13076_Transcript_16/25_Confidence_0.364_Length_2864
ENSSHAG00000003525	ENSMODG00000023727	ENSMEUG00000002424	Locus_6354_Transcript_14/33_Confidence_0.148_Length_1368
ENSSHAG00000003528	ENSMODG00000009167	ENSMEUG00000000777	Locus_14810_Transcript_1/9_Confidence_0.111_Length_1788
ENSSHAG00000003529	ENSMODG00000024944	NA	Locus_140456_Transcript_1/1_Confidence_0.000_Length_2312
ENSSHAG00000003530	ENSMODG00000008364	ENSMEUG00000004185	Locus_5628_Transcript_23/51_Confidence_0.397_Length_4457
ENSSHAG00000003531	ENSMODG00000014092	ENSMEUG00000005872	Locus_20323_Transcript_3/3_Confidence_0.125_Length_2031
ENSSHAG00000003532	ENSMODG00000019284	ENSMEUG00000005995	Locus_6153_Transcript_14/28_Confidence_0.625_Length_4834
ENSSHAG00000003535	ENSMODG00000025772	ENSMEUG00000007032	NA
ENSSHAG00000003536	ENSMODG00000021156	ENSMEUG00000001218	Locus_38901_Transcript_4/34_Confidence_0.613_Length_4984
ENSSHAG00000003537	ENSMODG00000006015	ENSMEUG00000009308	Locus_10635_Transcript_47/59_Confidence_0.205_Length_3310
ENSSHAG00000003538	ENSMODG00000016852	ENSMEUG00000013759	Locus_129241_Transcript_2/2_Confidence_0.333_Length_467
ENSSHAG00000003541	ENSMODG00000011779	ENSMEUG00000008707	Locus_21419_Transcript_1/23_Confidence_0.122_Length_2474
ENSSHAG00000003542	ENSMODG00000023125	ENSMEUG00000005056	Locus_24532_Transcript_10/11_Confidence_0.833_Length_7410
ENSSHAG00000003543	ENSMODG00000006138	ENSMEUG00000001475	Locus_133471_Transcript_1/1_Confidence_0.000_Length_1660
ENSSHAG00000003544	ENSMODG00000020462	ENSMEUG00000005203	Locus_26955_Transcript_11/20_Confidence_0.333_Length_3434
ENSSHAG00000003546	ENSMODG00000020627	ENSMEUG00000009337	Locus_17816_Transcript_1/6_Confidence_0.300_Length_2460
ENSSHAG00000003547	ENSMODG00000018607	ENSMEUG00000010461	Locus_973_Transcript_2/13_Confidence_0.118_Length_4543
ENSSHAG00000003548	ENSMODG00000003134	ENSMEUG00000013314	Locus_89413_Transcript_4/6_Confidence_0.636_Length_5587
ENSSHAG00000003550	ENSMODG00000019101	ENSMEUG00000002403	NA
ENSSHAG00000003551	ENSMODG00000018179	ENSMEUG00000008795	Locus_6289_Transcript_10/21_Confidence_0.636_Length_9618
ENSSHAG00000003553	ENSMODG00000002270	ENSMEUG00000001668	Locus_24825_Transcript_16/29_Confidence_0.625_Length_9149
ENSSHAG00000003556	ENSMODG00000008074	ENSMEUG00000012655	Locus_3556_Transcript_27/43_Confidence_0.194_Length_3108
ENSSHAG00000003557	ENSMODG00000016662	ENSMEUG00000008773	Locus_132078_Transcript_1/3_Confidence_0.600_Length_1827
ENSSHAG00000003558	NA	ENSMEUG00000014820	Locus_3696_Transcript_33/48_Confidence_0.207_Length_2871
ENSSHAG00000003559	NA	ENSMEUG00000014118	Locus_134526_Transcript_1/1_Confidence_0.000_Length_568
ENSSHAG00000003561	ENSMODG00000018380	ENSMEUG00000006055	Locus_9803_Transcript_5/8_Confidence_0.412_Length_3529
ENSSHAG00000003564	ENSMODG00000022598	ENSMEUG00000001943	Locus_7559_Transcript_11/24_Confidence_0.600_Length_2245
ENSSHAG00000003565	ENSMODG00000001028	ENSMEUG00000008410	Locus_7560_Transcript_1/7_Confidence_0.688_Length_2204
ENSSHAG00000003569	ENSMODG00000013742	ENSMEUG00000006168	Locus_16887_Transcript_8/44_Confidence_0.176_Length_1681
ENSSHAG00000003571	ENSMODG00000008358	ENSMEUG00000004646	Locus_130254_Transcript_2/3_Confidence_0.333_Length_3063
ENSSHAG00000003572	ENSMODG00000007285	ENSMEUG00000013344	Locus_6808_Transcript_19/71_Confidence_0.050_Length_4012
ENSSHAG00000003573	ENSMODG00000020075	ENSMEUG00000015777	Locus_8474_Transcript_27/70_Confidence_0.128_Length_2131
ENSSHAG00000003575	ENSMODG00000019644	ENSMEUG00000004191	Locus_4027_Transcript_11/21_Confidence_0.039_Length_952
ENSSHAG00000003578	ENSMODG00000005273	ENSMEUG00000007840	NA
ENSSHAG00000003579	ENSMODG00000023580	ENSMEUG00000005042	NA
ENSSHAG00000003583	ENSMODG00000012477	ENSMEUG00000006629	Locus_11157_Transcript_44/48_Confidence_0.130_Length_2540
ENSSHAG00000003587	ENSMODG00000009444	ENSMEUG00000013577	Locus_1379_Transcript_46/65_Confidence_0.175_Length_1414
ENSSHAG00000003588	ENSMODG00000010377	ENSMEUG00000003297	Locus_14112_Transcript_2/10_Confidence_0.462_Length_11807
ENSSHAG00000003589	ENSMODG00000009490	ENSMEUG00000007059	Locus_696_Transcript_105/107_Confidence_0.125_Length_10317
ENSSHAG00000003591	ENSMODG00000012816	ENSMEUG00000016449	Locus_11591_Transcript_6/8_Confidence_0.357_Length_1697
ENSSHAG00000003592	ENSMODG00000020596	ENSMEUG00000012348	Locus_112866_Transcript_3/5_Confidence_0.400_Length_3734
ENSSHAG00000003595	ENSMODG00000008335	ENSMEUG00000004957	Locus_2925_Transcript_4/13_Confidence_0.625_Length_3591
ENSSHAG00000003597	ENSMODG00000003340	ENSMEUG00000000603	Locus_19809_Transcript_4/12_Confidence_0.346_Length_734
ENSSHAG00000003599	ENSMODG00000011821	ENSMEUG00000002171	Locus_754_Transcript_14/59_Confidence_0.088_Length_5609
ENSSHAG00000003600	ENSMODG00000011693	NA	Locus_4676_Transcript_53/61_Confidence_0.574_Length_7310
ENSSHAG00000003602	ENSMODG00000025772	ENSMEUG00000007032	Locus_30227_Transcript_3/7_Confidence_0.444_Length_1153
ENSSHAG00000003604	ENSMODG00000006663	NA	Locus_4030_Transcript_20/31_Confidence_0.167_Length_730
ENSSHAG00000003605	ENSMODG00000009024	ENSMEUG00000014834	Locus_6142_Transcript_18/23_Confidence_0.177_Length_3572
ENSSHAG00000003606	ENSMODG00000015266	ENSMEUG00000014128	Locus_10717_Transcript_3/6_Confidence_0.100_Length_7095
ENSSHAG00000003607	ENSMODG00000017732	NA	Locus_5845_Transcript_5/9_Confidence_0.417_Length_4064
ENSSHAG00000003608	NA	ENSMEUG00000009972	Locus_11410_Transcript_2/9_Confidence_0.500_Length_1094
ENSSHAG00000003609	ENSMODG00000014373	ENSMEUG00000007894	Locus_14869_Transcript_3/7_Confidence_0.667_Length_4364
ENSSHAG00000003610	ENSMODG00000000220	ENSMEUG00000006699	Locus_12714_Transcript_9/24_Confidence_0.211_Length_5156
ENSSHAG00000003612	ENSMODG00000010411	NA	Locus_125778_Transcript_2/3_Confidence_0.333_Length_1543
ENSSHAG00000003614	ENSMODG00000008682	ENSMEUG00000008274	Locus_36379_Transcript_24/47_Confidence_0.333_Length_1458
ENSSHAG00000003615	ENSMODG00000009178	NA	Locus_43109_Transcript_4/6_Confidence_0.111_Length_2193
ENSSHAG00000003616	ENSMODG00000011633	ENSMEUG00000003884	Locus_2761_Transcript_45/96_Confidence_0.005_Length_3152
ENSSHAG00000003617	ENSMODG00000000525	NA	Locus_9212_Transcript_10/15_Confidence_0.932_Length_5397
ENSSHAG00000003619	ENSMODG00000002807	ENSMEUG00000007335	NA
ENSSHAG00000003621	ENSMODG00000011302	NA	Locus_67764_Transcript_8/11_Confidence_0.355_Length_2389
ENSSHAG00000003622	ENSMODG00000007190	ENSMEUG00000012279	Locus_1458_Transcript_16/26_Confidence_0.309_Length_2697
ENSSHAG00000003623	ENSMODG00000023697	NA	Locus_7695_Transcript_11/33_Confidence_0.222_Length_1640
ENSSHAG00000003624	ENSMODG00000013711	ENSMEUG00000015123	Locus_9496_Transcript_40/74_Confidence_0.181_Length_3655
ENSSHAG00000003625	ENSMODG00000017966	ENSMEUG00000004663	Locus_11167_Transcript_11/18_Confidence_0.838_Length_6207
ENSSHAG00000003627	ENSMODG00000004475	NA	Locus_15969_Transcript_7/24_Confidence_0.182_Length_3390
ENSSHAG00000003628	ENSMODG00000003302	ENSMEUG00000008852	Locus_42605_Transcript_12/14_Confidence_0.280_Length_2771
ENSSHAG00000003631	ENSMODG00000024629	ENSMEUG00000002098	Locus_1804_Transcript_10/110_Confidence_0.056_Length_4230
ENSSHAG00000003632	ENSMODG00000007730	ENSMEUG00000012786	Locus_4579_Transcript_48/95_Confidence_0.365_Length_2657
ENSSHAG00000003633	ENSMODG00000014391	ENSMEUG00000006979	Locus_1487_Transcript_3/11_Confidence_0.389_Length_1331
ENSSHAG00000003634	ENSMODG00000021169	ENSMEUG00000008403	Locus_3096_Transcript_4/5_Confidence_0.286_Length_5192
ENSSHAG00000003635	NA	ENSMEUG00000005072	Locus_83_Transcript_12/73_Confidence_0.073_Length_7873
ENSSHAG00000003636	ENSMODG00000006984	ENSMEUG00000010092	Locus_30140_Transcript_1/2_Confidence_0.800_Length_1922
ENSSHAG00000003637	ENSMODG00000013730	ENSMEUG00000006157	Locus_7891_Transcript_7/15_Confidence_0.600_Length_781
ENSSHAG00000003638	ENSMODG00000008278	ENSMEUG00000014925	Locus_4446_Transcript_3/10_Confidence_0.286_Length_4023
ENSSHAG00000003640	ENSMODG00000002568	ENSMEUG00000010897	Locus_6733_Transcript_17/31_Confidence_0.176_Length_1229
ENSSHAG00000003641	ENSMODG00000004336	ENSMEUG00000008675	Locus_5673_Transcript_4/19_Confidence_0.385_Length_1748
ENSSHAG00000003642	ENSMODG00000006703	NA	Locus_11659_Transcript_10/18_Confidence_0.382_Length_1596
ENSSHAG00000003643	ENSMODG00000009782	ENSMEUG00000011330	Locus_8505_Transcript_95/98_Confidence_0.047_Length_1884
ENSSHAG00000003644	ENSMODG00000014945	ENSMEUG00000002703	Locus_16380_Transcript_4/7_Confidence_0.600_Length_1635
ENSSHAG00000003645	ENSMODG00000013160	ENSMEUG00000007583	Locus_378_Transcript_11/14_Confidence_0.212_Length_2356
ENSSHAG00000003646	ENSMODG00000013580	ENSMEUG00000004732	Locus_88_Transcript_7431/16303_Confidence_0.000_Length_1932
ENSSHAG00000003647	ENSMODG00000012622	ENSMEUG00000013286	Locus_3862_Transcript_18/27_Confidence_0.393_Length_3095
ENSSHAG00000003648	ENSMODG00000003640	ENSMEUG00000010166	NA
ENSSHAG00000003650	ENSMODG00000009179	ENSMEUG00000015692	Locus_5662_Transcript_30/44_Confidence_0.238_Length_22743
ENSSHAG00000003651	ENSMODG00000012602	ENSMEUG00000007069	Locus_7389_Transcript_66/92_Confidence_0.053_Length_1320
ENSSHAG00000003652	ENSMODG00000001070	ENSMEUG00000003787	Locus_8529_Transcript_8/22_Confidence_0.488_Length_6510
ENSSHAG00000003657	ENSMODG00000029725	ENSMEUG00000006736	Locus_9881_Transcript_3/6_Confidence_0.571_Length_2421
ENSSHAG00000003658	ENSMODG00000001770	ENSMEUG00000004694	Locus_2596_Transcript_20/28_Confidence_0.455_Length_2125
ENSSHAG00000003659	ENSMODG00000003790	ENSMEUG00000006326	Locus_24896_Transcript_1/1_Confidence_0.000_Length_2591
ENSSHAG00000003661	ENSMODG00000025004	NA	Locus_5668_Transcript_49/63_Confidence_0.177_Length_2906
ENSSHAG00000003662	ENSMODG00000017333	ENSMEUG00000009927	Locus_11721_Transcript_1/2_Confidence_0.800_Length_3710
ENSSHAG00000003663	ENSMODG00000014930	ENSMEUG00000008973	Locus_20692_Transcript_1/8_Confidence_0.400_Length_958
ENSSHAG00000003664	ENSMODG00000015868	ENSMEUG00000003283	Locus_9198_Transcript_32/32_Confidence_0.013_Length_4558
ENSSHAG00000003666	ENSMODG00000009270	ENSMEUG00000008741	Locus_7636_Transcript_27/47_Confidence_0.533_Length_3018
ENSSHAG00000003669	ENSMODG00000001346	NA	Locus_1727_Transcript_23/85_Confidence_0.045_Length_2087
ENSSHAG00000003670	ENSMODG00000019843	ENSMEUG00000015234	Locus_15409_Transcript_5/31_Confidence_0.345_Length_3429
ENSSHAG00000003671	ENSMODG00000001571	NA	Locus_37401_Transcript_20/37_Confidence_0.343_Length_3657
ENSSHAG00000003674	ENSMODG00000029470	ENSMEUG00000004679	NA
ENSSHAG00000003675	ENSMODG00000025212	ENSMEUG00000007722	NA
ENSSHAG00000003676	ENSMODG00000010559	ENSMEUG00000009718	Locus_8520_Transcript_28/35_Confidence_0.377_Length_3131
ENSSHAG00000003678	ENSMODG00000020355	NA	Locus_11892_Transcript_28/30_Confidence_0.424_Length_3871
ENSSHAG00000003679	ENSMODG00000007369	NA	Locus_3148_Transcript_26/70_Confidence_0.092_Length_4059
ENSSHAG00000003681	ENSMODG00000011785	ENSMEUG00000011186	Locus_2879_Transcript_26/41_Confidence_0.217_Length_2548
ENSSHAG00000003682	NA	ENSMEUG00000013461	Locus_1031_Transcript_4/64_Confidence_0.089_Length_4003
ENSSHAG00000003684	ENSMODG00000020208	ENSMEUG00000011094	NA
ENSSHAG00000003685	ENSMODG00000025735	ENSMEUG00000010908	Locus_23539_Transcript_24/47_Confidence_0.051_Length_1616
ENSSHAG00000003686	ENSMODG00000008651	ENSMEUG00000009762	Locus_106672_Transcript_11/16_Confidence_0.333_Length_2698
ENSSHAG00000003687	ENSMODG00000015652	ENSMEUG00000009146	Locus_6326_Transcript_2/13_Confidence_0.310_Length_3804
ENSSHAG00000003690	ENSMODG00000014741	ENSMEUG00000012160	Locus_3853_Transcript_16/19_Confidence_0.085_Length_2252
ENSSHAG00000003691	ENSMODG00000027649	NA	Locus_32998_Transcript_11/13_Confidence_0.867_Length_1606
ENSSHAG00000003694	ENSMODG00000007411	ENSMEUG00000003088	Locus_15118_Transcript_11/12_Confidence_0.098_Length_2088
ENSSHAG00000003696	ENSMODG00000012408	ENSMEUG00000003447	NA
ENSSHAG00000003697	ENSMODG00000021551	NA	Locus_4858_Transcript_19/21_Confidence_0.375_Length_3483
ENSSHAG00000003698	ENSMODG00000014294	ENSMEUG00000003348	Locus_2533_Transcript_72/97_Confidence_0.245_Length_11128
ENSSHAG00000003699	ENSMODG00000009439	ENSMEUG00000004287	Locus_22811_Transcript_12/24_Confidence_0.147_Length_1635
ENSSHAG00000003700	ENSMODG00000001059	ENSMEUG00000002079	Locus_4231_Transcript_10/26_Confidence_0.129_Length_5059
ENSSHAG00000003701	ENSMODG00000007051	ENSMEUG00000013472	Locus_19482_Transcript_12/69_Confidence_0.554_Length_8614
ENSSHAG00000003702	ENSMODG00000000173	ENSMEUG00000003288	Locus_1193_Transcript_4/26_Confidence_0.245_Length_4401
ENSSHAG00000003703	ENSMODG00000011939	ENSMEUG00000003039	Locus_2263_Transcript_33/65_Confidence_0.025_Length_1297
ENSSHAG00000003706	ENSMODG00000007912	ENSMEUG00000002434	Locus_9489_Transcript_5/7_Confidence_0.286_Length_1276
ENSSHAG00000003709	ENSMODG00000016499	ENSMEUG00000002838	Locus_875_Transcript_1/1_Confidence_0.000_Length_2333
ENSSHAG00000003713	ENSMODG00000022692	ENSMEUG00000004243	Locus_939_Transcript_134/147_Confidence_0.016_Length_1887
ENSSHAG00000003715	ENSMODG00000028288	ENSMEUG00000006434	Locus_5135_Transcript_10/10_Confidence_0.100_Length_7676
ENSSHAG00000003716	ENSMODG00000010614	ENSMEUG00000016106	NA
ENSSHAG00000003717	ENSMODG00000010816	ENSMEUG00000007713	Locus_8604_Transcript_15/43_Confidence_0.118_Length_1496
ENSSHAG00000003718	NA	ENSMEUG00000014158	Locus_18137_Transcript_4/4_Confidence_0.000_Length_1584
ENSSHAG00000003719	ENSMODG00000024386	ENSMEUG00000006925	NA
ENSSHAG00000003720	ENSMODG00000024235	ENSMEUG00000007628	NA
ENSSHAG00000003721	ENSMODG00000011145	ENSMEUG00000004331	Locus_9109_Transcript_8/14_Confidence_0.583_Length_3338
ENSSHAG00000003722	ENSMODG00000025593	NA	Locus_9000_Transcript_8/15_Confidence_0.364_Length_3121
ENSSHAG00000003723	ENSMODG00000025772	ENSMEUG00000007032	NA
ENSSHAG00000003724	ENSMODG00000016698	ENSMEUG00000005858	NA
ENSSHAG00000003727	ENSMODG00000020180	ENSMEUG00000016443	Locus_124636_Transcript_1/2_Confidence_0.333_Length_2157
ENSSHAG00000003730	ENSMODG00000015417	ENSMEUG00000013606	Locus_32256_Transcript_7/13_Confidence_0.571_Length_2520
ENSSHAG00000003731	ENSMODG00000001709	NA	Locus_129527_Transcript_76/78_Confidence_0.071_Length_2145
ENSSHAG00000003732	ENSMODG00000019079	ENSMEUG00000008700	Locus_11797_Transcript_3/4_Confidence_0.375_Length_2410
ENSSHAG00000003733	ENSMODG00000006660	ENSMEUG00000006940	Locus_3772_Transcript_11/47_Confidence_0.293_Length_7363
ENSSHAG00000003735	ENSMODG00000002151	NA	Locus_7719_Transcript_14/27_Confidence_0.293_Length_1824
ENSSHAG00000003736	ENSMODG00000004992	ENSMEUG00000012979	Locus_11412_Transcript_11/16_Confidence_0.429_Length_5167
ENSSHAG00000003738	ENSMODG00000003423	ENSMEUG00000008075	Locus_8949_Transcript_53/78_Confidence_0.244_Length_8449
ENSSHAG00000003739	ENSMODG00000002231	ENSMEUG00000007033	Locus_16871_Transcript_6/11_Confidence_0.389_Length_2538
ENSSHAG00000003740	ENSMODG00000012473	ENSMEUG00000007300	Locus_11157_Transcript_32/48_Confidence_0.333_Length_3842
ENSSHAG00000003741	ENSMODG00000004251	ENSMEUG00000006599	Locus_2398_Transcript_7/60_Confidence_0.135_Length_3793
ENSSHAG00000003742	ENSMODG00000012744	ENSMEUG00000006545	Locus_6450_Transcript_2/12_Confidence_0.257_Length_2501
ENSSHAG00000003743	ENSMODG00000013085	ENSMEUG00000013302	Locus_1051_Transcript_2/14_Confidence_0.125_Length_2883
ENSSHAG00000003744	ENSMODG00000002789	ENSMEUG00000012840	Locus_17912_Transcript_18/18_Confidence_0.000_Length_4286
ENSSHAG00000003745	ENSMODG00000006103	ENSMEUG00000016494	Locus_28228_Transcript_16/22_Confidence_0.067_Length_817
ENSSHAG00000003746	ENSMODG00000002223	ENSMEUG00000000909	Locus_10105_Transcript_12/16_Confidence_0.560_Length_5471
ENSSHAG00000003747	ENSMODG00000008510	NA	Locus_23279_Transcript_5/22_Confidence_0.216_Length_1282
ENSSHAG00000003748	ENSMODG00000015250	ENSMEUG00000005485	Locus_40635_Transcript_2/2_Confidence_0.000_Length_1035
ENSSHAG00000003750	NA	ENSMEUG00000010328	Locus_11557_Transcript_8/11_Confidence_0.217_Length_2018
ENSSHAG00000003751	ENSMODG00000004895	ENSMEUG00000012089	Locus_67927_Transcript_36/38_Confidence_0.197_Length_1959
ENSSHAG00000003752	ENSMODG00000001333	ENSMEUG00000008065	Locus_7274_Transcript_37/57_Confidence_0.126_Length_1921
ENSSHAG00000003753	ENSMODG00000001835	ENSMEUG00000008948	Locus_640_Transcript_2/3_Confidence_0.400_Length_2528
ENSSHAG00000003754	ENSMODG00000016876	ENSMEUG00000005899	Locus_4469_Transcript_13/13_Confidence_0.154_Length_4967
ENSSHAG00000003755	ENSMODG00000018508	ENSMEUG00000007115	Locus_14176_Transcript_1/5_Confidence_0.400_Length_4903
ENSSHAG00000003759	ENSMODG00000020901	ENSMEUG00000004719	Locus_637_Transcript_48/83_Confidence_0.078_Length_5370
ENSSHAG00000003761	NA	ENSMEUG00000009075	Locus_38240_Transcript_2/5_Confidence_0.400_Length_1451
ENSSHAG00000003762	ENSMODG00000014310	ENSMEUG00000002227	Locus_40516_Transcript_30/33_Confidence_0.443_Length_4889
ENSSHAG00000003764	ENSMODG00000001928	ENSMEUG00000006554	Locus_3710_Transcript_6/6_Confidence_0.250_Length_2949
ENSSHAG00000003767	ENSMODG00000001077	ENSMEUG00000015074	NA
ENSSHAG00000003770	ENSMODG00000010862	ENSMEUG00000014670	Locus_17232_Transcript_45/59_Confidence_0.202_Length_4847
ENSSHAG00000003771	ENSMODG00000003254	ENSMEUG00000010917	NA
ENSSHAG00000003772	ENSMODG00000021539	ENSMEUG00000012031	Locus_326_Transcript_6/9_Confidence_0.875_Length_2524
ENSSHAG00000003773	ENSMODG00000019072	ENSMEUG00000012897	NA
ENSSHAG00000003774	ENSMODG00000015988	ENSMEUG00000010333	Locus_1201_Transcript_45/49_Confidence_0.425_Length_7124
ENSSHAG00000003775	ENSMODG00000015410	ENSMEUG00000011061	Locus_21825_Transcript_7/18_Confidence_0.214_Length_4201
ENSSHAG00000003776	ENSMODG00000000334	ENSMEUG00000009522	Locus_889_Transcript_404/475_Confidence_0.008_Length_2272
ENSSHAG00000003779	ENSMODG00000007695	ENSMEUG00000004652	Locus_109397_Transcript_6/7_Confidence_0.188_Length_3094
ENSSHAG00000003780	NA	ENSMEUG00000005073	Locus_663_Transcript_7/10_Confidence_0.955_Length_6713
ENSSHAG00000003783	ENSMODG00000005757	ENSMEUG00000005728	Locus_16910_Transcript_35/35_Confidence_0.194_Length_7465
ENSSHAG00000003785	ENSMODG00000011129	ENSMEUG00000011493	Locus_1084_Transcript_21/36_Confidence_0.149_Length_1555
ENSSHAG00000003787	ENSMODG00000001399	ENSMEUG00000008217	NA
ENSSHAG00000003788	ENSMODG00000021167	NA	Locus_17605_Transcript_1/14_Confidence_0.612_Length_1896
ENSSHAG00000003789	ENSMODG00000000148	ENSMEUG00000004386	NA
ENSSHAG00000003790	ENSMODG00000003640	ENSMEUG00000010166	NA
ENSSHAG00000003792	ENSMODG00000022817	ENSMEUG00000007574	NA
ENSSHAG00000003793	ENSMODG00000008267	ENSMEUG00000006517	Locus_566_Transcript_12/33_Confidence_0.294_Length_2811
ENSSHAG00000003794	ENSMODG00000007601	ENSMEUG00000015842	Locus_1212_Transcript_22/36_Confidence_0.218_Length_3259
ENSSHAG00000003795	ENSMODG00000002548	ENSMEUG00000008411	NA
ENSSHAG00000003796	ENSMODG00000000241	ENSMEUG00000004710	Locus_22786_Transcript_15/17_Confidence_0.238_Length_1870
ENSSHAG00000003797	ENSMODG00000013008	ENSMEUG00000007828	Locus_3809_Transcript_14/14_Confidence_0.190_Length_3494
ENSSHAG00000003798	ENSMODG00000019072	ENSMEUG00000012897	NA
ENSSHAG00000003799	ENSMODG00000004124	ENSMEUG00000004108	NA
ENSSHAG00000003800	ENSMODG00000000588	ENSMEUG00000006897	Locus_16168_Transcript_1/2_Confidence_0.950_Length_1290
