ensembl_gene_id,likelihood,p0,f0,p1,f1,p2,f2,p3,f3,pval,p2a_2b,ID
ENSSHAG00000010143,-2439.053338,0.71019,0.06598,0.23374,1,0.04219,998.98045,0.01388,998.98045,1.12480589612327e-05,0.05607,sig_wg
ENSSHAG00000010157,-3376.634498,0.93202,0.01185,0.03703,1,0.02977,24.81674,0.00118,24.81674,4.10612303409527e-08,0.03095,sig_wg
ENSSHAG00000010162,-8382.191007,0.92271,0.0291,0.02467,1,0.05125,52.66434,0.00137,52.66434,5.93421477616211e-21,0.05262,sig_wg
ENSSHAG00000010175,-1403.656047,0.83056,0.10521,0.14384,1,0.02182,36.38038,0.00378,36.38038,0.00730134317058707,0.0256,sig_wg
ENSSHAG00000010181,-7505.501838,0.934,0.03981,0.066,1,0,1,0,1,8.85918616305049e-09,0,sig_wg
ENSSHAG00000010187,-3019.97167,0.99746,0.02431,0,1,0.00254,20.37103,0,20.37103,0.0123890237112878,0.00254,sig_wg
ENSSHAG00000010189,-4345.257246,0.98624,0.02748,0.01211,1,0.00164,41.47579,2e-05,41.47579,0.0481117522569803,0.00166,sig_wg
ENSSHAG00000010200,-5963.275758,0.88461,0.00912,0.0924,1,0.02082,998.99601,0.00217,998.99601,2.47592105676759e-17,0.02299,sig_wg
ENSSHAG00000010207,-5281.030861,0.78503,0.08866,0.18457,1,0.02461,999,0.00579,999,5.38906064056674e-06,0.0304,sig_wg
ENSSHAG00000010215,-5625.212234,0.50802,0.14764,0.08195,1,0.35308,53.18345,0.05696,53.18345,5.78957971984616e-18,0.41004,sig_wg
ENSSHAG00000010218,-2801.097237,0.66859,0.08697,0,1,0.33141,324.04815,0,324.04815,3.12263341013612e-25,0.33141,sig_wg
ENSSHAG00000010221,-4710.180899,0.96607,0.01493,0,1,0.03393,999,0,999,3.41984545257316e-24,0.03393,sig_wg
ENSSHAG00000010223,-9160.042632,0.86594,0.02814,0.0914,1,0.03858,2.54007,0.00407,2.54007,0.000246016974576152,0.04265,sig_wg
ENSSHAG00000010225,-4633.204658,0.9882,0.0239,0.0118,1,0,1,0,1,0.00266219865383932,0,sig_wg
ENSSHAG00000010229,-4507.345985,0.91308,0.03179,0.02976,1,0.05535,42.58979,0.0018,42.58979,4.59678482256347e-09,0.05715,sig_wg
ENSSHAG00000010237,-2567.542151,0.77782,0.0261,0.09307,1,0.11531,393.08451,0.0138,393.08451,2.24418182777886e-08,0.12911,sig_wg
ENSSHAG00000010241,-8776.332886,0.88872,0.01502,0.08107,1,0.02768,126.78453,0.00253,126.78453,2.39922890871275e-18,0.03021,sig_wg
ENSSHAG00000010244,-4659.774033,0.94938,0.12753,0,1,0.05062,705.95541,0,705.95541,4.7434705142441e-21,0.05062,sig_wg
ENSSHAG00000010249,-4008.25245,0.77552,0.12222,0.16901,1,0.04554,15.37632,0.00992,15.37632,0.00120571513714771,0.05546,sig_wg
ENSSHAG00000010258,-6958.603009,0.93233,0.10692,0.03322,1,0.03327,731.78591,0.00119,731.78591,5.0160003780459e-14,0.03446,sig_wg
ENSSHAG00000010276,-6685.179798,0.8474,0.01127,0.12475,1,0.02428,75.76362,0.00357,75.76362,1.89064670378227e-14,0.02785,sig_wg
ENSSHAG00000010280,-2888.911157,0.97173,0.05989,0,1,0.02827,860.12523,0,860.12523,6.99796019238565e-08,0.02827,sig_wg
ENSSHAG00000010298,-3833.912115,0.67164,0.05036,0.29405,1,0.02386,181.92242,0.01045,181.92242,3.00981288056861e-05,0.03431,sig_wg
ENSSHAG00000010306,-2603.350525,0.9459,0.02727,0,1,0.0541,783.86305,0,783.86305,4.46849151241174e-09,0.0541,sig_wg
ENSSHAG00000010310,-2232.455972,0.83484,0.06732,0.06974,1,0.08807,50.48259,0.00736,50.48259,4.03294059136123e-18,0.09543,sig_wg
ENSSHAG00000010317,-10220.770981,0.94659,0.01457,0.0425,1,0.01044,787.82463,0.00047,787.82463,1.71265019837812e-09,0.01091,sig_wg
ENSSHAG00000010319,-4567.195878,0.79852,0.03777,0.09834,1,0.09184,60.73045,0.01131,60.73045,1.16248637862636e-16,0.10315,sig_wg
ENSSHAG00000010332,-5314.147895,0.95285,0.00043,0.01702,1,0.0296,36.721,0.00053,36.721,2.64601356525029e-18,0.03013,sig_wg
ENSSHAG00000010343,-8849.533971,0.92634,0.02461,0.05041,1,0.02205,999,0.0012,999,2.80086045382834e-19,0.02325,sig_wg
ENSSHAG00000010350,-3550.39837,0.67618,0.03045,0.29688,1,0.01872,86.9167,0.00822,86.9167,0.0326484434430887,0.02694,sig_wg
ENSSHAG00000010359,-6024.685321,0.77462,0.01899,0.14592,1,0.06686,69.55915,0.0126,69.55915,3.38266926638862e-12,0.07946,sig_wg
ENSSHAG00000010367,-4558.206314,0.59534,0.05961,0.35138,1,0.03351,91.91534,0.01978,91.91534,0.000243785603629994,0.05329,sig_wg
ENSSHAG00000010378,-2241.854365,0.89768,0.0199,0,1,0.10232,425.50457,0,425.50457,2.21998783323721e-25,0.10232,sig_wg
ENSSHAG00000010382,-1983.994253,0.7062,0.0328,0.11343,1,0.1554,183.24863,0.02496,183.24863,2.28680786364894e-08,0.18036,sig_wg
ENSSHAG00000010398,-4876.838443,0.80738,0,0.17141,1,0.01749,998.99984,0.00371,998.99984,5.91078855274512e-11,0.0212,sig_wg
ENSSHAG00000010402,-1413.18835,0.76293,0.12328,0.1996,1,0.0297,19.93602,0.00777,19.93602,0.00458742091539701,0.03747,sig_wg
ENSSHAG00000010411,-2013.606169,0.93855,0.01676,0,1,0.06145,245.62483,0,245.62483,2.0117586635398e-16,0.06145,sig_wg
ENSSHAG00000010420,-2295.532964,0.91502,0.01928,0,1,0.08498,614.76138,0,614.76138,6.70425205810748e-10,0.08498,sig_wg
ENSSHAG00000010437,-6220.345687,0.9518,0.0213,0.02238,1,0.02522,999,0.00059,999,1.55466669603801e-20,0.02581,sig_wg
ENSSHAG00000010449,-1878.909756,0.7888,0,0.13589,1,0.06423,42.80026,0.01107,42.80026,0.000593664095795,0.0753,sig_wg
ENSSHAG00000010454,-5191.929734,0.9711,0.0167,0.00488,1,0.0239,594.05798,0.00012,594.05798,5.14706525755915e-16,0.02402,sig_wg
ENSSHAG00000010457,-3145.052915,0.4931,0.07416,0.45424,1,0.02741,999,0.02525,999,1.91613619429828e-09,0.05266,sig_wg
ENSSHAG00000010461,-5461.632987,0.77472,0.02658,0.02504,1,0.19398,30.6547,0.00627,30.6547,1.67157102892709e-19,0.20025,sig_wg
ENSSHAG00000010462,-6060.038518,0.57032,0.07717,0.34705,1,0.05137,3.5952,0.03126,3.5952,0.0478051127879706,0.08263,sig_wg
ENSSHAG00000010463,-5175.560081,0.5529,0.04446,0.38748,1,0.03505,761.36402,0.02456,761.36402,3.10067401023388e-14,0.05961,sig_wg
ENSSHAG00000010475,-4779.00276,0.70326,0.02106,0.13407,1,0.13662,999,0.02605,999,7.95971508056288e-23,0.16267,sig_wg
ENSSHAG00000010479,-10211.589898,0.98351,0.01308,0.00451,1,0.01192,999,5e-05,999,7.22879304623502e-22,0.01197,sig_wg
ENSSHAG00000010487,-2747.377351,0.90774,0.02988,0.05657,1,0.0336,998.95327,0.00209,998.95327,1.94395201836687e-08,0.03569,sig_wg
ENSSHAG00000010501,-3841.843108,0.58195,0.13491,0.30527,1,0.07398,31.5243,0.0388,31.5243,2.90724612798225e-06,0.11278,sig_wg
ENSSHAG00000010509,-2571.926002,0.71926,0.03016,0.11876,1,0.13902,1,0.02296,1,0.00707630337838585,0.16198,sig_wg
ENSSHAG00000010521,-6911.945079,0.84656,0.01743,0.15,1,0.00292,998.99976,0.00052,998.99976,0.00569909025949291,0.00344,sig_wg
ENSSHAG00000010527,-7767.778783,0.71608,0.0671,0.25802,1,0.01904,58.46799,0.00686,58.46799,2.44090492987903e-10,0.0259,sig_wg
ENSSHAG00000010531,-5200.73548,0.85278,0.04323,0.11327,1,0.02997,287.80894,0.00398,287.80894,6.50081138660912e-12,0.03395,sig_wg
ENSSHAG00000010546,-2495.889241,0.98742,0.02176,0,1,0.01258,27.74464,0,27.74464,0.000354244199510037,0.01258,sig_wg
ENSSHAG00000010547,-4428.52305,0.63471,0.02962,0.18523,1,0.13938,4.54881,0.04068,4.54881,0.000881700940252694,0.18006,sig_wg
ENSSHAG00000010560,-5518.291854,0.80492,0.02334,0.17502,1,0.01647,1,0.00358,1,1.32046788007482e-16,0.02005,sig_wg
ENSSHAG00000010561,-1779.494402,0.70034,0.0905,0.29016,1,0.00671,326.25348,0.00278,326.25348,0.00457916214164991,0.00949,sig_wg
ENSSHAG00000010584,-2896.405268,0.9841,0.00708,0.00756,1,0.00828,17.67978,6e-05,17.67978,0.00517709588838519,0.00834,sig_wg
ENSSHAG00000010585,-11096.956465,0.79118,0.09534,0.2015,1,0.00583,998.99996,0.00148,998.99996,0.00102560451841813,0.00731,sig_wg
ENSSHAG00000010608,-2049.677637,0.97919,0,0,1,0.02081,144.7323,0,144.7323,2.89817845598147e-08,0.02081,sig_wg
ENSSHAG00000010612,-3337.259513,0.98558,0.00232,0.0067,1,0.00767,118.62781,5e-05,118.62781,0.00429312356808585,0.00772,sig_wg
ENSSHAG00000010613,-3448.390492,0.88083,0.0236,0.10059,1,0.01668,259.22732,0.0019,259.22732,0.00310198880195924,0.01858,sig_wg
ENSSHAG00000010617,-1792.648749,0.81098,0.0323,0.11705,1,0.06289,999,0.00908,999,6.99280873343788e-07,0.07197,sig_wg
ENSSHAG00000010622,-3839.95043,0.72217,0.02613,0.2405,1,0.028,201.95481,0.00932,201.95481,1.46021505135138e-05,0.03732,sig_wg
ENSSHAG00000010628,-5915.119783,0.99002,0.01448,0,1,0.00998,998.99923,0,998.99923,8.51715470003333e-08,0.00998,sig_wg
ENSSHAG00000010638,-4675.937981,0.66197,0.17175,0.30429,1,0.02311,18.48552,0.01062,18.48552,0.00014457904945344,0.03373,sig_wg
ENSSHAG00000010656,-12315.755884,0.71899,0.09348,0.21003,1,0.05494,28.64282,0.01605,28.64282,1.29662863217015e-08,0.07099,sig_wg
ENSSHAG00000010662,-13148.502333,0.91042,0,0.08522,1,0.00399,578.51661,0.00037,578.51661,7.60911937596177e-08,0.00436,sig_wg
ENSSHAG00000010668,-2932.724493,0.76906,0.06785,0.13989,1,0.07703,96.82356,0.01401,96.82356,4.44554298347894e-15,0.09104,sig_wg
ENSSHAG00000010671,-4132.086727,0.67566,0.13257,0.31952,1,0.00327,191.19015,0.00155,191.19015,0.00461209483372964,0.00482,sig_wg
ENSSHAG00000010673,-2287.707243,0.90554,0,0.04452,1,0.0476,998.99807,0.00234,998.99807,1.13875445947641e-11,0.04994,sig_wg
ENSSHAG00000010677,-5503.809528,0.82273,0.01904,0.17533,1,0.0016,570.48278,0.00034,570.48278,0.0140975053264025,0.00194,sig_wg
ENSSHAG00000010685,-1703.817322,0.63467,0.05545,0.2172,1,0.11036,999,0.03777,999,2.93272293948286e-16,0.14813,sig_wg
ENSSHAG00000010691,-6429.746141,0.79423,0.16072,0.13563,1,0.05991,999,0.01023,999,4.1896393770649e-36,0.07014,sig_wg
ENSSHAG00000010696,-1807.468106,0.91745,0.03808,0.0684,1,0.01317,998.99891,0.00098,998.99891,2.59884077531226e-06,0.01415,sig_wg
ENSSHAG00000010699,-2791.880763,0.78741,0.05203,0.15048,1,0.05215,716.08041,0.00997,716.08041,6.27452489119138e-12,0.06212,sig_wg
ENSSHAG00000010702,-2040.043188,0.54931,0.06451,0.43922,1,0.00637,152.85646,0.0051,152.85646,0.00939285055796956,0.01147,sig_wg
ENSSHAG00000010721,-5124.504866,0.75074,0,0.22882,1,0.01566,999,0.00477,999,3.24571262057761e-20,0.02043,sig_wg
ENSSHAG00000010723,-3932.758067,0.44285,0,0.53734,1,0.00895,62.54154,0.01086,62.54154,0.00128095366348513,0.01981,sig_wg
ENSSHAG00000010725,-5536.193673,0.79311,0.0233,0.16494,1,0.03473,376.31014,0.00722,376.31014,3.86786024140309e-08,0.04195,sig_wg
ENSSHAG00000010730,-5029.958454,0.79109,0.03653,0.18839,1,0.01658,37.97786,0.00395,37.97786,0.0171140503602083,0.02053,sig_wg
ENSSHAG00000010734,-2331.704898,0.77733,0,0.12283,1,0.08622,999,0.01362,999,2.31303536058894e-08,0.09984,sig_wg
ENSSHAG00000010745,-2275.826435,0.83354,0,0.07317,1,0.08576,999,0.00753,999,8.49901262448392e-36,0.09329,sig_wg
ENSSHAG00000010753,-3298.795392,0.99022,0.02001,0,1,0.00978,999,0,999,6.03271651995435e-06,0.00978,sig_wg
ENSSHAG00000010764,-4106.253623,0.66528,0.08169,0.31152,1,0.0158,18.18554,0.0074,18.18554,0.0121674795583234,0.0232,sig_wg
ENSSHAG00000010778,-1437.8316,0.6738,0,0.24504,1,0.05952,998.83234,0.02164,998.83234,0.00113436716791193,0.08116,sig_wg
ENSSHAG00000010793,-1636.405172,0.60877,0,0.31839,1,0.04783,162.75349,0.02501,162.75349,1.37504834807557e-11,0.07284,sig_wg
ENSSHAG00000010799,-4391.628481,0.74314,0.04744,0,1,0.25686,192.66253,0,192.66253,4.09413354493752e-09,0.25686,sig_wg
ENSSHAG00000010803,-4714.092655,0.79475,0.02834,0.14387,1,0.05197,6.97186,0.00941,6.97186,0.000200185675646944,0.06138,sig_wg
ENSSHAG00000010812,-5943.3185,0.71749,0.05184,0.18242,1,0.0798,822.28956,0.02029,822.28956,5.30065749122969e-26,0.10009,sig_wg
ENSSHAG00000010815,-4141.639468,0.76746,0.04927,0.23254,1,0,1,0,1,1.03702242849186e-18,0,sig_wg
ENSSHAG00000010822,-5465.118376,0.36034,0.01543,0.11197,1,0.40259,191.50431,0.1251,191.50431,1.14475523800732e-19,0.52769,sig_wg
ENSSHAG00000010835,-13751.432722,0.74809,0.06765,0.20028,1,0.04073,36.57169,0.0109,36.57169,0.000294441083301589,0.05163,sig_wg
ENSSHAG00000010849,-2834.713455,0.59338,0.09768,0.3461,1,0.03823,13.05857,0.0223,13.05857,0.0159743983357666,0.06053,sig_wg
ENSSHAG00000010850,-2628.31756,0.95421,0.05735,0,1,0.04579,217.33243,0,217.33243,4.37167815619242e-26,0.04579,sig_wg
ENSSHAG00000010853,-5368.403519,0.51637,0.03639,0.4555,1,0.01495,50.90782,0.01318,50.90782,4.06010979964035e-05,0.02813,sig_wg
ENSSHAG00000010856,-2096.415913,0.80501,0,0.11024,1,0.07454,309.35056,0.01021,309.35056,3.41327092282856e-09,0.08475,sig_wg
ENSSHAG00000010858,-5324.28356,0.68908,0.11498,0.26759,1,0.03121,69.14899,0.01212,69.14899,0.00218736551494529,0.04333,sig_wg
ENSSHAG00000010861,-9827.246095,0.55558,0.09543,0.30614,1,0.08915,65.54082,0.04913,65.54082,5.30177698518566e-17,0.13828,sig_wg
ENSSHAG00000010867,-2189.616089,0.94668,0.02306,0.05332,1,0,1,0,1,0.0240021647033764,0,sig_wg
ENSSHAG00000010872,-2685.811914,0.82041,0.12305,0.09118,1,0.07957,999,0.00884,999,5.96991436878839e-06,0.08841,sig_wg
ENSSHAG00000010887,-9892.435983,0.88553,0,0.10366,1,0.00967,998.9992,0.00113,998.9992,2.15453615208394e-10,0.0108,sig_wg
ENSSHAG00000010899,-2790.336155,0.96168,0.0165,0.02035,1,0.0176,998.9492,0.00037,998.9492,0.0420497650177638,0.01797,sig_wg
ENSSHAG00000010907,-2189.260897,0.90867,0,0.04552,1,0.04363,117.41243,0.00219,117.41243,6.58664482478287e-12,0.04582,sig_wg
ENSSHAG00000010925,-2187.388838,0.84592,0.02719,0.14616,1,0.00675,998.99998,0.00117,998.99998,0.000634417650987318,0.00792,sig_wg
ENSSHAG00000010932,-2123.050759,0.97845,0.02232,0,1,0.02155,64.19401,0,64.19401,8.66130814034313e-07,0.02155,sig_wg
ENSSHAG00000010933,-6016.947662,0.93953,0.0211,0.02952,1,0.03001,186.89038,0.00094,186.89038,6.1335657246723e-09,0.03095,sig_wg
ENSSHAG00000010935,-1446.779781,0.98077,0.08853,0,1,0.01923,999,0,999,2.56451501723571e-06,0.01923,sig_wg
ENSSHAG00000010941,-2782.458104,0.95703,0.01818,0.03364,1,0.00902,225.51773,0.00032,225.51773,2.19766709476959e-08,0.00934,sig_wg
ENSSHAG00000010951,-4234.08519,0.90758,0.01763,0.07591,1,0.01524,999,0.00127,999,2.11378585390273e-09,0.01651,sig_wg
ENSSHAG00000010952,-2227.263525,0.78132,0.05941,0.08378,1,0.12183,27.13698,0.01306,27.13698,5.34556581408691e-05,0.13489,sig_wg
ENSSHAG00000010960,-3348.218453,0.66192,0.12459,0.29985,1,0.02632,31.06202,0.01192,31.06202,0.0163618507216721,0.03824,sig_wg
ENSSHAG00000010976,-4256.7202,0.9917,0.02864,0,1,0.0083,397.94122,0,397.94122,0.0230639253477218,0.0083,sig_wg
ENSSHAG00000010979,-3692.481482,0.49798,0.07782,0.43964,1,0.03313,998.9986,0.02925,998.9986,2.27509779814504e-13,0.06238,sig_wg
ENSSHAG00000010980,-2440.991665,0.81654,0.15699,0.02357,1,0.15541,11.98577,0.00449,11.98577,1.56793775835012e-05,0.1599,sig_wg
ENSSHAG00000010981,-2978.031742,0.96102,0.08208,0,1,0.03898,539.95386,0,539.95386,0.00599675294922408,0.03898,sig_wg
ENSSHAG00000010983,-6478.845655,0.84948,0.00345,0.12752,1,0.02,998.9996,0.003,998.9996,8.78511708296386e-17,0.023,sig_wg
ENSSHAG00000010995,-1260.215281,0.98414,0.1295,0,1,0.01586,999,0,999,1.90210914185726e-05,0.01586,sig_wg
ENSSHAG00000011000,-9416.22272,0.87154,0.00777,0.07225,1,0.05191,879.88697,0.0043,879.88697,1.80583136551634e-29,0.05621,sig_wg
ENSSHAG00000011012,-2133.078407,0.71575,0,0.25546,1,0.02122,298.03624,0.00757,298.03624,2.21823400027734e-05,0.02879,sig_wg
ENSSHAG00000011021,-4280.340388,0.90716,0.02935,0.07002,1,0.02119,524.30019,0.00164,524.30019,1.83869161709937e-05,0.02283,sig_wg
ENSSHAG00000011022,-1265.394069,0.86845,0.05576,0.08444,1,0.04293,17.85186,0.00417,17.85186,0.0145872056482798,0.0471,sig_wg
ENSSHAG00000011024,-8174.689925,0.79996,0.01453,0.16848,1,0.02607,779.70653,0.00549,779.70653,1.76332275397621e-05,0.03156,sig_wg
ENSSHAG00000011028,-14787.865033,0.76992,0.11318,0.15797,1,0.05983,600.22103,0.01228,600.22103,1.6724002776826e-69,0.07211,sig_wg
ENSSHAG00000011031,-7951.620611,0.97079,0.0127,0,1,0.02921,82.26385,0,82.26385,9.53851676360314e-24,0.02921,sig_wg
ENSSHAG00000011045,-1592.598382,0.82057,0.07496,0.16584,1,0.0113,24.91334,0.00228,24.91334,0.0323643603022332,0.01358,sig_wg
ENSSHAG00000011047,-5328.693045,0.92327,0.07548,0.03035,1,0.0449,87.26408,0.00148,87.26408,2.07067751690658e-16,0.04638,sig_wg
ENSSHAG00000011055,-2491.11553,0.69285,0.01867,0.23842,1,0.05113,999,0.0176,999,1.03033766707231e-21,0.06873,sig_wg
ENSSHAG00000011056,-5207.205776,0.99048,0.09979,0,1,0.00952,16.62345,0,16.62345,0.0159295865791888,0.00952,sig_wg
ENSSHAG00000011074,-1691.513977,0.94894,0.01107,0,1,0.05106,939.59983,0,939.59983,6.40592386409488e-06,0.05106,sig_wg
ENSSHAG00000011079,-9767.332186,0.76386,0.13953,0.22729,1,0.00682,170.83544,0.00203,170.83544,0.0055859998053821,0.00885,sig_wg
ENSSHAG00000011083,-3362.900731,0.68103,0,0.29228,1,0.01867,12.98774,0.00801,12.98774,0.00717410689711832,0.02668,sig_wg
ENSSHAG00000011090,-3014.712479,0.93738,0.02638,0.05567,1,0.00656,312.85717,0.00039,312.85717,0.00135655951051342,0.00695,sig_wg
ENSSHAG00000011098,-3914.247081,0.73758,0.00473,0.23428,1,0.02136,214.66224,0.00678,214.66224,8.4574266555099e-13,0.02814,sig_wg
ENSSHAG00000011123,-3332.162152,0.65406,0.02919,0.2876,1,0.04052,11.92095,0.01782,11.92095,0.00294869711985746,0.05834,sig_wg
ENSSHAG00000011124,-5827.772638,0.68739,0.00951,0.09774,1,0.18813,634.05889,0.02675,634.05889,5.90148811247971e-27,0.21488,sig_wg
ENSSHAG00000011127,-1712.039071,0.81084,0.11154,0.06082,1,0.11938,788.93999,0.00895,788.93999,1.22292126920431e-10,0.12833,sig_wg
ENSSHAG00000011133,-4749.330226,0.82065,0.02234,0.03329,1,0.14037,447.56669,0.00569,447.56669,3.57362135659799e-34,0.14606,sig_wg
ENSSHAG00000011141,-4149.47674,0.9198,0.34779,0,1,0.0802,999,0,999,1.14877922175398e-41,0.0802,sig_wg
ENSSHAG00000011157,-3843.245263,0.73606,0.08713,0.24562,1,0.01373,998.99826,0.00458,998.99826,1.85894390299574e-08,0.01831,sig_wg
ENSSHAG00000011167,-2189.016477,0.7116,0,0.26754,1,0.01516,101.85346,0.0057,101.85346,1.11213432541795e-05,0.02086,sig_wg
ENSSHAG00000011170,-2979.572667,0.68738,0.05798,0.05373,1,0.24011,380.07323,0.01877,380.07323,5.54250293475274e-12,0.25888,sig_wg
ENSSHAG00000011179,-6568.706422,0.82894,0.04073,0.12696,1,0.03824,41.72324,0.00586,41.72324,2.98270069609624e-15,0.0441,sig_wg
ENSSHAG00000011181,-19988.922901,0.71415,0.02614,0.24849,1,0.02771,998.99278,0.00964,998.99278,1.68362312090659e-40,0.03735,sig_wg
ENSSHAG00000011185,-10912.614061,0.86652,0.05883,0.11992,1,0.01191,998.9955,0.00165,998.9955,2.9933365656009e-05,0.01356,sig_wg
ENSSHAG00000011193,-2585.654806,0.94877,0.07108,0.03003,1,0.02055,356.65262,0.00065,356.65262,0.000237823939539649,0.0212,sig_wg
ENSSHAG00000011195,-2035.427344,0.7902,0.02034,0.04333,1,0.15781,160.23335,0.00865,160.23335,4.00160437316832e-26,0.16646,sig_wg
ENSSHAG00000011196,-3602.946157,0.94655,0.02581,0,1,0.05345,263.49536,0,263.49536,9.88235424482485e-12,0.05345,sig_wg
ENSSHAG00000011197,-1958.087009,0.96314,0.30513,0,1,0.03686,171.87313,0,171.87313,0.000101305180506296,0.03686,sig_wg
ENSSHAG00000011201,-10548.912697,0.87364,0.04327,0.04647,1,0.07585,694.18322,0.00403,694.18322,1.81278080880138e-33,0.07988,sig_wg
ENSSHAG00000011202,-6614.584642,0.92051,0,0.0747,1,0.00443,267.15372,0.00036,267.15372,0.000147959843653681,0.00479,sig_wg
ENSSHAG00000011203,-5126.864532,0.93394,0,0.06094,1,0.00481,57.7779,0.00031,57.7779,0.00730176632426426,0.00512,sig_wg
ENSSHAG00000011213,-6269.500052,0.92169,0.03819,0,1,0.07831,206.01175,0,206.01175,5.22583920184481e-52,0.07831,sig_wg
ENSSHAG00000011214,-12399.047011,0.90792,0.01211,0.03739,1,0.05252,768.94001,0.00216,768.94001,1.06733034441282e-66,0.05468,sig_wg
ENSSHAG00000011222,-7235.027976,0.67764,0.03976,0.29506,1,0.01902,999,0.00828,999,7.91778316851601e-09,0.0273,sig_wg
ENSSHAG00000011227,-4636.642627,0.96089,0.01884,0.03221,1,0.00668,19.00849,0.00022,19.00849,0.0113681170746837,0.0069,sig_wg
ENSSHAG00000011237,-2173.348984,0.71684,0.19558,0.25272,1,0.02251,25.36759,0.00793,25.36759,0.00417982314085707,0.03044,sig_wg
ENSSHAG00000011244,-7896.618277,0.9883,0.0146,0,1,0.0117,432.25488,0,432.25488,7.92920800691896e-09,0.0117,sig_wg
ENSSHAG00000011252,-2680.370861,0.80603,0.03284,0.11757,1,0.06668,152.08015,0.00973,152.08015,2.81835360224027e-13,0.07641,sig_wg
ENSSHAG00000011259,-7275.876724,0.79974,0.01563,0.1774,1,0.01871,999,0.00415,999,1.26141165857578e-08,0.02286,sig_wg
ENSSHAG00000011272,-2894.3731,0.52342,0,0.35468,1,0.07266,999,0.04924,999,4.44436665945786e-13,0.1219,sig_wg
ENSSHAG00000011276,-4784.300933,0.93435,0,0.04069,1,0.02392,530.61961,0.00104,530.61961,6.18653289492803e-13,0.02496,sig_wg
ENSSHAG00000011280,-3506.101293,0.54916,0.02183,0.40164,1,0.02842,47.06712,0.02079,47.06712,0.00943089810393167,0.04921,sig_wg
ENSSHAG00000011285,-4583.365401,0.95896,0.03924,0.00826,1,0.0325,633.67692,0.00028,633.67692,3.93448483340167e-18,0.03278,sig_wg
ENSSHAG00000011294,-2788.70856,0.68522,0.0865,0.22144,1,0.07054,999,0.0228,999,1.90065531591267e-12,0.09334,sig_wg
ENSSHAG00000011297,-19566.556206,0.64295,0.05862,0.3073,1,0.03366,789.62424,0.01609,789.62424,1.45597969618559e-55,0.04975,sig_wg
ENSSHAG00000011300,-1830.364096,0.85019,0.13301,0,1,0.14981,517.07274,0,517.07274,8.48965318590167e-07,0.14981,sig_wg
ENSSHAG00000011301,-4193.346523,0.72288,0.02491,0.23937,1,0.02836,999,0.00939,999,5.83851395812587e-10,0.03775,sig_wg
ENSSHAG00000011306,-14320.911539,0.86412,0.04369,0.0748,1,0.05622,999,0.00487,999,7.25752224465903e-46,0.06109,sig_wg
ENSSHAG00000011309,-4891.699985,0.69667,0.01713,0.27259,1,0.0221,405.72292,0.00865,405.72292,9.52245579925665e-15,0.03075,sig_wg
ENSSHAG00000011313,-9570.851773,0.75608,0.08369,0.22654,1,0.01338,87.55809,0.00401,87.55809,1.09973424692144e-10,0.01739,sig_wg
ENSSHAG00000011335,-10953.820759,0.80799,0.09748,0.17395,1,0.01486,6.22894,0.0032,6.22894,0.0110785729997066,0.01806,sig_wg
ENSSHAG00000011352,-5349.469295,0.74648,0.03371,0.17129,1,0.06689,659.56133,0.01535,659.56133,9.81375243267645e-18,0.08224,sig_wg
ENSSHAG00000011358,-7897.474653,0.85153,0.01881,0.11655,1,0.02808,998.9954,0.00384,998.9954,2.72352107961746e-13,0.03192,sig_wg
ENSSHAG00000011367,-12908.923105,0.54661,0.2655,0.432,1,0.01195,479.21454,0.00944,479.21454,9.21341101854284e-10,0.02139,sig_wg
ENSSHAG00000011368,-1283.751465,0.63043,0.04759,0.29922,1,0.0477,26.88879,0.02264,26.88879,4.46634039716176e-05,0.07034,sig_wg
ENSSHAG00000011372,-2249.04148,0.9006,0.14083,0,1,0.0994,38.3471,0,38.3471,2.08065310794477e-08,0.0994,sig_wg
ENSSHAG00000011378,-5143.981089,0.66859,0.01642,0.3182,1,0.00895,17.98113,0.00426,17.98113,0.0112754762824858,0.01321,sig_wg
ENSSHAG00000011388,-3673.65658,0.74141,0.08887,0.12002,1,0.11926,571.63286,0.01931,571.63286,3.97474983651832e-14,0.13857,sig_wg
ENSSHAG00000011408,-8898.511027,0.8789,0.05629,0.09,1,0.02821,998.99898,0.00289,998.99898,8.64938196883319e-10,0.0311,sig_wg
ENSSHAG00000011411,-5976.108394,0.8981,0.08263,0.0887,1,0.01201,338.08174,0.00119,338.08174,5.03802702081324e-09,0.0132,sig_wg
ENSSHAG00000011419,-5285.277927,0.98057,0.0126,0.01694,1,0.00245,43.40571,4e-05,43.40571,0.02025156554225,0.00249,sig_wg
ENSSHAG00000011420,-2758.305899,0.7179,0.03943,0,1,0.2821,55.51282,0,55.51282,2.94073333831167e-14,0.2821,sig_wg
ENSSHAG00000011423,-3894.84484,0.93421,0.0292,0.04387,1,0.02094,20.4905,0.00098,20.4905,5.94330840672728e-05,0.02192,sig_wg
ENSSHAG00000011427,-3216.445159,0.93589,0.00575,0,1,0.06411,87.08919,0,87.08919,1.80626230092189e-23,0.06411,sig_wg
ENSSHAG00000011431,-4734.386992,0.51841,0.13924,0.45506,1,0.01412,26.78307,0.0124,26.78307,0.00084937737311634,0.02652,sig_wg
